"title","description","type","address","city","state","country","publication","year","notes","unclear.address","full.address","lon","lat","geoAddress","status","amenityfeatures"
"Yamhill","(betw. 3rd & 9th)","Cruising Areas","'Camp St.'","Portland","OR",NA,"Bob Damron's Address Book",1982,"",NA,"'Camp St.', OR",-122.676306,45.517558,"unclear_coded_by_hand","Verified Location","Cruisy Area"
"'Homo Heights'","Oaklawn & Lemmon","Cruising Areas","","Dallas","TX",NA,"Bob Damron's Address Book",1983,"",NA,", TX",-96.805542,32.811931,"unclear_coded_by_hand","Verified Location","Cruisy Area"
"Adams Inn","","Bars/Clubs","4036 Cedar Springs","Dallas","TX",NA,"Bob Damron's Address Book",1983,"",NA,"4036 Cedar Springs, Dallas, TX",-96.8118142,32.8119851,"4036 cedar springs rd, dallas, tx 75219, usa","Google Verified Location",""
"Adult Book Store","","Book Store,Cruising Areas,Erotic Shop","17530 Woodward","Detroit","MI",NA,"Bob Damron's Address Book",1983,"",NA,"17530 Woodward, Detroit, MI",-83.1063888,42.4200818,"17530 woodward ave, detroit, mi 48203, usa","Google Verified Location",""
"Amigas Club","(Disco) betw. 7 & 8 Mile Roads","Bars/Clubs","19326 Conant","Detroit","MI",NA,"Bob Damron's Address Book",1983,"",NA,"19326 Conant, Detroit, MI",-83.0755435,42.4358992,"19326 conant st, detroit, mi 48234, usa","Google Verified Location","(L-1980-1989),(D)"
"Annie Skinner's","","Restaurant,Bars/Clubs","S.E. 10th & Hawthorne","Portland","OR",NA,"Bob Damron's Address Book",1983,"",NA,"S.E. 10th & Hawthorne, OR",-122.655706,45.51223,"unclear_coded_by_hand","Verified Location","(M-1965-1989),(R-1965-1989)"
"Aruba","(Disco)","Bars/Clubs","99 W. 7 Mile Rd.","Detroit","MI",NA,"Bob Damron's Address Book",1983,"",NA,"99 W. 7 Mile Rd., Detroit, MI",-83.1041001,42.4322586,"99 w seven mile rd, detroit, mi 48203, usa","Google Verified Location","(YC),(D),(*)"
"Bachman Lake","","Cruising Areas","","Dallas","TX",NA,"Bob Damron's Address Book",1983,"",NA,", TX",-96.866597,32.851972,"unclear_coded_by_hand","Verified Location","Cruisy Area"
"Back Stage Deli","(Open until 4am*) just N . of 6 M i Rd.","Restaurant","17630 Woodward","Detroit","MI",NA,"Bob Damron's Address Book",1983,"",NA,"17630 Woodward, Detroit, MI",-83.106891,42.420919,"17630 woodward ave, detroit, mi 48203, usa","Google Verified Location","(R-1965-1989),(*)"
"Back Street","(Disco)(Macho) at Greenfield","Bars/Clubs","15606 Joy","Detroit","MI",NA,"Bob Damron's Address Book",1983,"",NA,"15606 Joy, Detroit, MI",-83.1991412,42.3585696,"15606 joy rd, detroit, mi 48228, usa","Google Verified Location","(*),(YC),(D)"
"Backpocket","('Jocks')","Restaurant,Bars/Clubs","8832 Greenfield Rd.","Detroit","MI",NA,"Bob Damron's Address Book",1983,"",NA,"8832 Greenfield Rd., Detroit, MI",-83.196645,42.3587583,"8832 greenfield rd, detroit, mi 48228, usa","Google Verified Location","(R-1965-1989),(PT),(*)"
"Bell Pepper","(Open 24 hours) at Lemmon","Restaurant,Bars/Clubs","3411 McKinney","Dallas","TX",NA,"Bob Damron's Address Book",1983,"",NA,"3411 McKinney, Dallas, TX",-96.7988702,32.8056021,"3411 mckinney ave, dallas, tx 75204, usa","Google Verified Location","(R-1965-1989),(*)"
"Betty Ross","","Restaurant","944 W. 7 Mile Rd.","Detroit","MI",NA,"Bob Damron's Address Book",1983,"",NA,"944 W. 7 Mile Rd., Detroit, MI",-83.1129142,42.4323259,"944 w seven mile rd, highland park, mi 48203, usa","Google Verified Location","(R-1965-1989),(C-1965-1989),(AH)"
"Black Hawk","(Some L, OC)","Bars/Clubs","1422 N.E. Broadway","Portland","OR",NA,"Bob Damron's Address Book",1983,"",NA,"1422 N.E. Broadway, Portland, OR",-122.6509477,45.5348404,"1422 ne broadway, portland, or 97232, usa","Google Verified Location","(L-1980-1989),(OC),(PT)"
"Brass Rail","","Bars/Clubs","6545 Woodward","Detroit","MI",NA,"Bob Damron's Address Book",1983,"",NA,"6545 Woodward, Detroit, MI",-83.0733316,42.3696695,"6545 woodward ave, detroit, mi 48202, usa","Google Verified Location",""
"Bronx","","Restaurant","3835 Cedar Springs","Dallas","TX",NA,"Bob Damron's Address Book",1983,"",NA,"3835 Cedar Springs, Dallas, TX",-96.8098645,32.8097381,"3835 cedar springs rd, dallas, tx 75219, usa","Google Verified Location","(M-1965-1989),(R-1965-1989)"
"Buns","(Many L)","Restaurant","2814 N. Henderson","Dallas","TX",NA,"Bob Damron's Address Book",1983,"",NA,"2814 N. Henderson, Dallas, TX",-96.7839354,32.8197745,"2814 n henderson ave, dallas, tx 75206, usa","Google Verified Location","(R-1965-1989),(L-1980-1989)"
"C.C. Slaughter's","(Cruisy)","Restaurant,Cruising Areas","1014 S.W. Stark","Portland","OR",NA,"Bob Damron's Address Book",1983,"",NA,"1014 S.W. Stark, Portland, OR",-122.681617,45.522011,"1014 sw harvey milk st, portland, or 97205, usa","Google Verified Location","(*),(W-1972-1989),(R-1965-1989)"
"C.C.W. Saloon","","Bars/Clubs","16103 W. Warren","Detroit","MI",NA,"Bob Damron's Address Book",1983,"",NA,"16103 W. Warren, Detroit, MI",-83.20266,42.343308,"16103 w warren ave, detroit, mi 48228, usa","Google Verified Location","(C&W)"
"Cafe Cabana","","Restaurant","1231 S.W. Jefferson","Portland","OR",NA,"Bob Damron's Address Book",1983,"",NA,"1231 S.W. Jefferson, Portland, OR",-122.6867845,45.5168341,"1231 sw jefferson st, portland, or 97201, usa","Google Verified Location","(R-1965-1989),(AH)"
"Cafe Gigi's","(Use rear entrance) nr. Southfield","Restaurant,Bars/Clubs","16920 W . Warren","Detroit","MI",NA,"Bob Damron's Address Book",1983,"",NA,"16920 W . Warren, Detroit, MI",-83.2112377,42.3436462,"16920 w warren ave, detroit, mi 48228, usa","Google Verified Location","(R-1965-1989),(YC),(D),(S-1965-2002)"
"Cell","(Downstairs - below J.R.'s Saloon West)(Enter on Everett, just off 10th)","Bars/Clubs","","Portland","OR",NA,"Bob Damron's Address Book",1983,"",NA,", OR",-122.678385,45.515232,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.","(SM),(W-1972-1989),(FFA),(*)"
"Century Book Store","","Book Store","3428 Oak Lawn Ave.","Dallas","TX",NA,"Bob Damron's Address Book",1983,"",NA,"3428 Oak Lawn Ave., Dallas, TX",-96.8056043,32.8115692,"3428 oak lawn ave, dallas, tx 75219, usa","Google Verified Location",""
"Chuckles","(Liquor)","Restaurant","1810 N.W . Lovejoy","Portland","OR",NA,"Bob Damron's Address Book",1983,"",NA,"1810 N.W . Lovejoy, Portland, OR",-122.689972,45.5294703,"1810 nw lovejoy st, portland, or 97209, usa","Google Verified Location","(M-1965-1989),(R-1965-1989)"
"Chute #2","(Clothes & Boots)","Business","4008-B Cedar Springs","Dallas","TX",NA,"Bob Damron's Address Book",1983,"",NA,"4008-B Cedar Springs, Dallas, TX",-96.8119061,32.8117163,"parking lot, 4008 cedar springs rd b, dallas, tx 75219, usa","Google Verified Location","(W-1972-1989)"
"Club 49","(Sun. brunch)","Bars/Clubs","9217 E. Jefferson","Detroit","MI",NA,"Bob Damron's Address Book",1983,"",NA,"9217 E. Jefferson, Detroit, MI",-82.9852223,42.3587303,"9217 e jefferson, detroit, mi 48214, usa","Google Verified Location","(E)"
"Club 927","(Some L)(Disco) (Liquor)","Bars/Clubs","927 S.E. Morrison","Portland","OR",NA,"Bob Damron's Address Book",1983,"",NA,"927 S.E. Morrison, Portland, OR",-122.6562575,45.5174509,"napa auto parts in portland, or, usa, 927 se morrison st, portland, or 97214, usa","Google Verified Location","(L-1980-1989),(D),(*)"
"Club Dallas Baths","(One of the 'tops' in CBC chain - also leather shop)","Bathhouses,Erotic Shop","2616 Swiss Ave.","Dallas","TX",NA,"Bob Damron's Address Book",1983,"",NA,"2616 Swiss Ave., Dallas, TX",-96.7880611,32.7867706,"2616 swiss ave, dallas, tx 75204, usa","Google Verified Location","(*)"
"Club Detroit Baths","(Some YC, W, SM, FFA)","Bathhouses","7646 Woodward Ave.","Detroit","MI",NA,"Bob Damron's Address Book",1983,"",NA,"7646 Woodward Ave., Detroit, MI",-83.0748773,42.3731291,"7646 woodward ave, detroit, mi 48202, usa","Google Verified Location","(YC),(W-1972-1989),(SM),(FFA),(*)"
"Club X-Clusive","","Bars/Clubs","16021 W. 8 M i. Rd.","Detroit","MI",NA,"Bob Damron's Address Book",1983,"",NA,"16021 W. 8 M i. Rd., Detroit, MI",-83.1044483,42.4003335,"m-8, detroit, mi, usa","Google Verified Location","(L-1980-1989),(S-1965-2002)"
"Columbia Park","T-Room","Cruising Areas","","Portland","OR",NA,"Bob Damron's Address Book",1983,"",NA,", OR",-122.711133,45.579181,"unclear_coded_by_hand","Verified Location","Cruisy Area,(AYOR)"
"Commerce St. News","","Book Store","1513 Commerce St.","Dallas","TX",NA,"Bob Damron's Address Book",1983,"",NA,"1513 Commerce St., Dallas, TX",-96.7983071,32.7805577,"1513 commerce st, dallas, tx 75201, usa","Google Verified Location","(M-1965-1989)"
"Continental Club Baths of Portland","(Baths for men)(Health club - gym)","Bathhouses","531 S.W. Park Ave.","Portland","OR",NA,"Bob Damron's Address Book",1983,"",NA,"531 S.W. Park Ave., Portland, OR",-122.6802848,45.5204919,"531 sw park ave, portland, or 97205, usa","Google Verified Location","(*),(YC),(P-1965-1989)"
"Crackers","","Restaurant","2612 McKinney","Dallas","TX",NA,"Bob Damron's Address Book",1983,"",NA,"2612 McKinney, Dallas, TX",-96.8013561,32.7969043,"2612 mckinney ave, dallas, tx 75204, usa","Google Verified Location","(R-1965-1989)"
"Crews Inn","(Cruisy)","Bars/Clubs,Cruising Areas","3220 N. Fitzhugh","Dallas","TX",NA,"Bob Damron's Address Book",1983,"",NA,"3220 N. Fitzhugh, Dallas, TX",-96.7931034,32.8173233,"3220 n fitzhugh ave, dallas, tx 75204, usa","Google Verified Location","(*)"
"Dahl & Penne","(Liquor)(Some B, RT Drags)(S - WE)  at Alder","Bars/Clubs","604 S.W. 2nd","Portland","OR",NA,"Bob Damron's Address Book",1983,"",NA,"604 S.W. 2nd, Portland, OR",-122.6742018,45.5186338,"604 sw 2nd ave, portland, or 97204, usa","Google Verified Location","(PT),(B-1970-1989),(RT),(S-1965-2002),(WE)"
"Darcelle XV Tavern","(S-WE)(Some L, 'Drags')(Liquor)(Touristy)","Restaurant,Bars/Clubs","208 N.W. 3rd St.","Portland","OR",NA,"Bob Damron's Address Book",1983,"",NA,"208 N.W. 3rd St., Portland, OR",-122.6729315,45.5247845,"208 nw 3rd ave, portland, or 97209, usa","Google Verified Location","(R-1965-1989),(S-1965-2002),(WE),(L-1980-1989),(M-1965-1989)"
"Deck","(Opens 12 noon)","Bars/Clubs","14901 E. Jefferson","Detroit","MI",NA,"Bob Damron's Address Book",1983,"",NA,"14901 E. Jefferson, Detroit, MI",-82.9394009,42.3752009,"14901 e jefferson, detroit, mi 48215, usa","Google Verified Location","(*),(E)"
"Den","(Men's club)(No booze)","Bars/Clubs","4207 Cole","Dallas","TX",NA,"Bob Damron's Address Book",1983,"",NA,"4207 Cole, Dallas, TX",-96.7926479,32.8170575,"4207 cole ave, dallas, tx 75205, usa","Google Verified Location","(P-1965-1989)"
"Dignity","(Church)","Religious Institution","2926 N. Williams","Portland","OR",NA,"Bob Damron's Address Book",1983,"",NA,"2926 N. Williams, Portland, OR",-122.6663536,45.5441587,"2926 n williams ave, portland, or 97227, usa","Google Verified Location",""
"Dignity Detroit","","Religious Institution","P.O. Box 32874, Detroit, MI 48232","Detroit","MI",NA,"Bob Damron's Address Book",1983,"",NA,"P.O. Box 32874, Detroit, MI 48232, MI",-83.045754,42.331427,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",""
"E-Ramp","(Some SM, W)","Bars/Clubs","19144 Woodward Ave.","Detroit","MI",NA,"Bob Damron's Address Book",1983,"",NA,"19144 Woodward Ave., Detroit, MI",-83.114883,42.4327789,"19144 woodward ave, detroit, mi 48203, usa","Google Verified Location","(SM),(W-1972-1989),(*)"
"Eagle Leather","(Clothing, etc.)","Erotic Shop","4013 Prescott","Dallas","TX",NA,"Bob Damron's Address Book",1983,"",NA,"4013 Prescott, Dallas, TX",-96.8088033,32.8219118,"4013 prescott ave, dallas, tx 75219, usa","Google Verified Location",""
"East Delta Park","T-Room & Showers","Cruising Areas","","Portland","OR",NA,"Bob Damron's Address Book",1983,"",NA,", OR",-122.679408,45.599837,"unclear_coded_by_hand","Verified Location","Cruisy Area"
"Eighth Day","(Some YC, hustlers)(Go go boys)","Bars/Clubs","2509 N. Fitzhugh","Dallas","TX",NA,"Bob Damron's Address Book",1983,"",NA,"2509 N. Fitzhugh, Dallas, TX",-96.7836518,32.8124462,"2509 n fitzhugh ave, dallas, tx 75204, usa","Google Verified Location","(YC)"
"Embers","('Boom Boom Room')(Disco)(Some YC, L)(Adm)  at Couch","Bars/Clubs","110 N.W. Broadway","Portland","OR",NA,"Bob Damron's Address Book",1983,"",NA,"110 N.W. Broadway, Portland, OR",-122.6772242,45.5239836,"110 nw broadway, portland, or 97209, usa","Google Verified Location","(*),(YC),(L-1980-1989),(D)"
"Entrance Ramp","(Macho)(Disco)(Looks promising)","Bars/Clubs","19144 Woodward","Detroit","MI",NA,"Bob Damron's Address Book",1983,"",NA,"19144 Woodward, Detroit, MI",-83.114883,42.4327789,"19144 woodward ave, detroit, mi 48203, usa","Google Verified Location","(D)"
"Executive Country","(Upstairs at High Country)","Bars/Clubs","3121 Inwood","Dallas","TX",NA,"Bob Damron's Address Book",1983,"",NA,"3121 Inwood, Dallas, TX",-96.8306206,32.8263339,"3121 inwood rd, dallas, tx 75235, usa","Google Verified Location","(P-1965-1989),(L-1980-1989)"
"Family Zoo","(Disco)","Bars/Clubs","820 S.W. Oak","Portland","OR",NA,"Bob Damron's Address Book",1983,"",NA,"820 S.W. Oak, Portland, OR",-122.6797848,45.5223455,"820 sw oak st, portland, or 97205, usa","Google Verified Location","(W-1972-1989),(YC),(D),(*)"
"Famous Door","(Disco) (Closed Sun.) at State","Bars/Clubs","1256 Griswald","Detroit","MI",NA,"Bob Damron's Address Book",1983,"",NA,"1256 Griswald, Detroit, MI",-83.0494997,42.3333804,"1256 griswold st, detroit, mi 48226, usa","Google Verified Location","(B-1970-1989),(YC),(D),(*)"
"Fitness Exchange Gym","","Gym","2615 Oaklawn","Dallas","TX",NA,"Bob Damron's Address Book",1983,"",NA,"2615 Oaklawn, Dallas, TX",-96.8129538,32.8059099,"2615 oak lawn ave, dallas, tx 75219, usa","Google Verified Location","(*)"
"Foot Light","(Adj. Back Stage Deli)","Bars/Clubs","17630 Woodward Ave.","Detroit","MI",NA,"Bob Damron's Address Book",1983,"",NA,"17630 Woodward Ave., Detroit, MI",-83.106891,42.420919,"17630 woodward ave, detroit, mi 48203, usa","Google Verified Location",""
"Fraternity House","(Disco)","Bars/Clubs","3215 N. Fitzhugh","Dallas","TX",NA,"Bob Damron's Address Book",1983,"",NA,"3215 N. Fitzhugh, Dallas, TX",-96.7934028,32.8165762,"3215 n fitzhugh ave, dallas, tx 75204, usa","Google Verified Location","(D),(*)"
"Gas Station","(Disco)(Also C-AH)(Enter thru rear parking lot)","Bars/Clubs","19106 Woodward Ave.","Detroit","MI",NA,"Bob Damron's Address Book",1983,"",NA,"19106 Woodward Ave., Detroit, MI",-83.1146271,42.4324569,"19106 woodward ave, detroit, mi 48203, usa","Google Verified Location","(YC),(D),(C-1965-1989),(AH),(*)"
"Gaspipe","(head shop)","Business","4435 Maple","Dallas","TX",NA,"Bob Damron's Address Book",1983,"",NA,"4435 Maple, Dallas, TX",-96.7969879,32.7766642,"dallas, tx, usa","Google Verified Location",""
"Gay Hotline","(503) 228-6785","Hotline","","Portland","OR",NA,"Bob Damron's Address Book",1983,"",NA,", OR",-122.678385,45.515232,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",""
"Gayline","(214) 748-6790","Hotline","","Dallas","TX",NA,"Bob Damron's Address Book",1983,"",NA,", TX",-96.796988,32.776664,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",""
"Glass House","","Restaurant","950 W . McNichols","Detroit","MI",NA,"Bob Damron's Address Book",1983,"",NA,"950 W . McNichols, Detroit, MI",-83.115622,42.417889,"950 w mcnichols rd, detroit, mi 48203, usa","Google Verified Location","(*),(R-1965-1989)"
"Glory Hole","(No booze)('Wild back room')('Flicks')","Cruising Areas,Theatre","862 McNichols","Detroit","MI",NA,"Bob Damron's Address Book",1983,"",NA,"862 McNichols, Detroit, MI",-83.0948228,42.4180327,"862 e mcnichols rd, detroit, mi 48203, usa","Google Verified Location","(P-1965-1989)"
"Gold Coast","(Disco)","Bars/Clubs","2971 E. 7 Mile Road","Detroit","MI",NA,"Bob Damron's Address Book",1983,"",NA,"2971 E. 7 Mile Road, Detroit, MI",-83.0725873,42.4331029,"2971 seven mile e, detroit, mi 48234, usa","Google Verified Location","(D)"
"Graham the Photographer","","Business","4012 Cedar Springs","Dallas","TX",NA,"Bob Damron's Address Book",1983,"",NA,"4012 Cedar Springs, Dallas, TX",-96.8114233,32.8115021,"4012 cedar springs rd, dallas, tx 75219, usa","Google Verified Location",""
"Grand Oasis Tavern","(a.k.a. The Last Resort)","Bars/Clubs","243 S.W. Alder","Portland","OR",NA,"Bob Damron's Address Book",1983,"",NA,"243 S.W. Alder, Portland, OR",-122.6746383,45.5189146,"243 sw alder st, portland, or 97204, usa","Google Verified Location",""
"Greyhound Bus Depot","","Cruising Areas","","Dallas","TX",NA,"Bob Damron's Address Book",1983,"",NA,", TX",-96.804419,32.778374,"unclear_coded_by_hand","Verified Location","Cruisy Area"
"Hamburger Mary's","","Restaurant","840 S.W. Park","Portland","OR",NA,"Bob Damron's Address Book",1983,"",NA,"840 S.W. Park, Portland, OR",-122.6808071,45.5185002,"840 sw park ave, portland, or 97205, usa","Google Verified Location","(M-1965-1989),(Hip),(R-1965-1989),(C-1965-1989)"
"Hard Times Adult Books","(Sleazy)","Book Store,Erotic Shop","926 S.W. 3rd Ave.","Portland","OR",NA,"Bob Damron's Address Book",1983,"",NA,"926 S.W. 3rd Ave., Portland, OR",-122.6761117,45.5164204,"926 sw 3rd ave, portland, or 97204, usa","Google Verified Location",""
"Hidden Door","(Fun W, SM neighborhood cruise bar) at Mahanna","Bars/Clubs","5025 Bowser","Dallas","TX",NA,"Bob Damron's Address Book",1983,"",NA,"5025 Bowser, Dallas, TX",-96.818838,32.8246508,"5025 bowser ave, dallas, tx 75209, usa","Google Verified Location","(*),(W-1972-1989),(SM)"
"High Country","","Bars/Clubs","3121 Inwood","Dallas","TX",NA,"Bob Damron's Address Book",1983,"",NA,"3121 Inwood, Dallas, TX",-96.8306206,32.8263339,"3121 inwood rd, dallas, tx 75235, usa","Google Verified Location","(L-1980-1989),(C&W),(D)"
"High Voltage","(clothing)","Business","4008-D Cedar Springs","Dallas","TX",NA,"Bob Damron's Address Book",1983,"",NA,"4008-D Cedar Springs, Dallas, TX",-96.8119061,32.8117163,"parking lot, 4008 cedar springs rd d, dallas, tx 75219, usa","Google Verified Location",""
"Hobo's Inn","","Restaurant","120 N.W. 3rd Ave.","Portland","OR",NA,"Bob Damron's Address Book",1983,"",NA,"120 N.W. 3rd Ave., Portland, OR",-122.6732813,45.5242541,"120 nw 3rd ave, portland, or 97209, usa","Google Verified Location","(R-1965-1989),(*)"
"Hollywood Bar & Grill","","Restaurant","6221 Lincoln","Detroit","MI",NA,"Bob Damron's Address Book",1983,"",NA,"6221 Lincoln, Detroit, MI",-83.083571,42.3632746,"6221 lincoln st, detroit, mi 48202, usa","Google Verified Location","(R-1965-1989)"
"Hot Patata","","Restaurant","422 S.W. 13th","Portland","OR",NA,"Bob Damron's Address Book",1983,"",NA,"422 S.W. 13th, Portland, OR",-122.6843166,45.5223521,"422 sw 13th ave, portland, or 97205, usa","Google Verified Location","(M-1965-1989),(R-1965-1989)"
"Hunt Pub","","Bars/Clubs","1027 S.W. Morrison","Portland","OR",NA,"Bob Damron's Address Book",1983,"",NA,"1027 S.W. Morrison, Portland, OR",-122.6827024,45.5203035,"1027 sw morrison st, portland, or 97205, usa","Google Verified Location",""
"Interchange","(Some SM, W, FFA)(Cruisy) at Trumbull","Bars/Clubs,Cruising Areas","1501 Holden","Detroit","MI",NA,"Bob Damron's Address Book",1983,"",NA,"1501 Holden, Detroit, MI",-83.0851869,42.3630305,"1501 holden st, detroit, mi 48208, usa","Google Verified Location","(SM),(W-1972-1989),(FFA),(PT)"
"Irving Art Theatre","","Theatre","21220 Fenkell","Detroit","MI",NA,"Bob Damron's Address Book",1983,"",NA,"21220 Fenkell, Detroit, MI",-83.2500149,42.4006953,"21220 fenkell ave, detroit, mi 48223, usa","Google Verified Location",""
"J.R.'s","(R-Hamburgers)(Chic Castro-like cruise bar) at Throckmorton","Bars/Clubs,Restaurant,Cruising Areas","3923 Cedar Springs","Dallas","TX",NA,"Bob Damron's Address Book",1983,"",NA,"3923 Cedar Springs, Dallas, TX",-96.8112868,32.8108039,"3923 cedar springs rd, dallas, tx 75219, usa","Google Verified Location","(*),(YC),(R-1965-1989)"
"Jonah's","(Sun. brunch)","Restaurant","7425 S.W. Barbur Blvd.","Portland","OR",NA,"Bob Damron's Address Book",1983,"",NA,"7425 S.W. Barbur Blvd., Portland, OR",-122.6861692,45.4714102,"7425 sw barbur blvd, portland, or 97219, usa","Google Verified Location","(R-1965-1989)"
"JR's Saloon","(Fun neighborhood bar)(Some W, SM)","Bars/Clubs","4036 S.E. Hawthorne","Portland","OR",NA,"Bob Damron's Address Book",1983,"",NA,"4036 S.E. Hawthorne, Portland, OR",-122.6208874,45.5118016,"4036 se hawthorne blvd, portland, or 97214, usa","Google Verified Location","(PT),(SM),(*),(W-1972-1989)"
"JR's Saloon West","","Bars/Clubs","300 N.W. 10th Ave.","Portland","OR",NA,"Bob Damron's Address Book",1983,"",NA,"300 N.W. 10th Ave., Portland, OR",-122.680961,45.5252925,"300 nw 10th ave, portland, or 97209, usa","Google Verified Location","(W-1972-1989),(PT)"
"Jug's","(WE*)","Bars/Clubs","2812 W. Henderson","Dallas","TX",NA,"Bob Damron's Address Book",1983,"",NA,"2812 W. Henderson, Dallas, TX",-96.7614801,32.8851053,"8335 walnut hl ln #125, dallas, tx 75231, usa","Google Verified Location","(OC),(L-1980-1989),(*),(WE),(D)"
"Kiest Park","(Trade' - best Sundays)","Cruising Areas","","Dallas","TX",NA,"Bob Damron's Address Book",1983,"",NA,", TX",-96.852711,32.710241,"unclear_coded_by_hand","Verified Location","Cruisy Area"
"Lady's Love 5 West","at John R.","Bars/Clubs","5 W . 7 Mi. Rd.","Detroit","MI",NA,"Bob Damron's Address Book",1983,"",NA,"5 W . 7 Mi. Rd., Detroit, MI",-83.102288,42.4322877,"5 seven mile e, detroit, mi 48203, usa","Google Verified Location","(L-1980-1989)"
"Leatherworks","(Clothes, etc.)","Erotic Shop","2908 S.E. Belmont","Portland","OR",NA,"Bob Damron's Address Book",1983,"",NA,"2908 S.E. Belmont, Portland, OR",-122.6358713,45.516256,"2908 se belmont st, portland, or 97214, usa","Google Verified Location",""
"Lee Park","","Cruising Areas","","Dallas","TX",NA,"Bob Damron's Address Book",1983,"",NA,", TX",-96.803405,32.808458,"unclear_coded_by_hand","Verified Location","Cruisy Area,(AYOR)"
"Little Lamplighter","(24 hrs)","Bars/Clubs","17341 W. 8 Mi. Rd.","Detroit","MI",NA,"Bob Damron's Address Book",1983,"",NA,"17341 W. 8 Mi. Rd., Detroit, MI",-83.3214984,42.4415094,"17341 w 8 mile rd, livonia, mi 48152, usa","Google Verified Location",""
"Lobo Book Store","","Book Store","4008-C Cedar Springs","Dallas","TX",NA,"Bob Damron's Address Book",1983,"",NA,"4008-C Cedar Springs, Dallas, TX",-96.8112096,32.8113913,"parking lot, 4008 cedar springs rd c, dallas, tx 75219, usa","Google Verified Location","(*)"
"Looking Glass Books","","Book Store","421 S.W. Taylor St.","Portland","OR",NA,"Bob Damron's Address Book",1983,"",NA,"421 S.W. Taylor St., Portland, OR",-122.6775566,45.5173932,"421 sw taylor st, portland, or 97204, usa","Google Verified Location","(L-1980-1989)"
"Lulu's Tavern","(Picking up)","Bars/Clubs","612 N.W. 21st St.","Portland","OR",NA,"Bob Damron's Address Book",1983,"",NA,"612 N.W. 21st St., Portland, OR",-122.6942102,45.5272311,"612 nw 21st ave, portland, or 97209, usa","Google Verified Location",""
"M.C.C.","","Religious Institution","Dallas 2701 Reagan","Dallas","TX",NA,"Bob Damron's Address Book",1983,"",NA,"Dallas 2701 Reagan, Dallas, TX",-96.7969879,32.7766642,"dallas, tx, usa","Google Verified Location","(MCC)"
"M.C.C.","N.E. 24th & Broadway","Religious Institution","","Portland","OR",NA,"Bob Damron's Address Book",1983,"",NA,", OR",-122.641181,45.535104,"unclear_coded_by_hand","Verified Location","(MCC)"
"M.C.C.","","Religious Institution","45 E. Adams","Detroit","MI",NA,"Bob Damron's Address Book",1983,"",NA,"45 E. Adams, Detroit, MI",-83.0500922,42.3374507,"45 e adams ave, detroit, mi 48226, usa","Google Verified Location","(MCC)"
"M.O.H.R.","(Gay Info Line) (313) 863-7255","Hotline","","Detroit","MI",NA,"Bob Damron's Address Book",1983,"",NA,", MI",-83.045754,42.331427,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",""
"Majestic Hotel & Club Baths","","Hotel,Bathhouses","303 S.W. 12th Ave.","Portland","OR",NA,"Bob Damron's Address Book",1983,"",NA,"303 S.W. 12th Ave., Portland, OR",-122.6834287,45.5227804,"303 sw 12th ave, portland, or 97205, usa","Google Verified Location","(*)"
"Mayfield","(Some M , L, B, Drags)(Disco)","Bars/Clubs","1422 Griswold","Detroit","MI",NA,"Bob Damron's Address Book",1983,"",NA,"1422 Griswold, Detroit, MI",-83.0496667,42.3342511,"1422 griswold st, detroit, mi 48226, usa","Google Verified Location","(D),(M-1965-1989),(L-1980-1989),(B-1970-1989)"
"Menjo's","(Disco)","Bars/Clubs","928 W. McNichols","Detroit","MI",NA,"Bob Damron's Address Book",1983,"",NA,"928 W. McNichols, Detroit, MI",-83.1153867,42.4178367,"928 w mcnichols rd, detroit, mi 48203, usa","Google Verified Location","(YC),(D),(*)"
"Metro Times","(Publication)","Publication","P.O. Box 225915, Dallas, TX 75265","Dallas","TX",NA,"Bob Damron's Address Book",1983,"",NA,"P.O. Box 225915, Dallas, TX 75265, TX",-96.796988,32.776664,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",""
"Mid Continent Truck Stop","off 1-20, just E. of 1-30","Cruising Areas","Big Town Blvd.","Dallas","TX",NA,"Bob Damron's Address Book",1983,"",NA,"Big Town Blvd., TX",-96.667529,32.797768,"unclear_coded_by_hand","Verified Location","Cruisy Area"
"Mr. C's Lounge","","Bars/Clubs","19720 W. 7 Mile Rd.","Detroit","MI",NA,"Bob Damron's Address Book",1983,"",NA,"19720 W. 7 Mile Rd., Detroit, MI",-83.2371705,42.4298265,"19720 w seven mile rd, detroit, mi 48219, usa","Google Verified Location",""
"N.W. Fountain","(Publication)","Publication","P.O. Box 417 Portland, OR 97207","Portland","OR",NA,"Bob Damron's Address Book",1983,"",NA,"P.O. Box 417 Portland, OR 97207, OR",-122.678385,45.515232,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",""
"New Akron Health Club Baths","","Bathhouses","7350 E. 7 Mi. Rd.","Detroit","MI",NA,"Bob Damron's Address Book",1983,"",NA,"7350 E. 7 Mi. Rd., Detroit, MI",-83.0282643,42.4336563,"7350 seven mile e, detroit, mi 48234, usa","Google Verified Location","(*)"
