"publication","year","pub.count","city","state","country","geocode.value","lon","lat","geoAddress","count","relative.percentage"
"Bob Damron's Address Book",1983,452,"Reno","NV","United States","Reno, NV, United States",-119.8142691,39.529919,"reno, nv, usa",3,0.663716814159292
"Bob Damron's Address Book",1983,452,"Richmond","VA","United States","Richmond, VA, United States",-77.4360481,37.5407246,"richmond, va, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Richmond Hill","NY","United States","Richmond Hill, NY, United States",-73.8272029,40.6958108,"richmond hill, queens, ny, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Riverside","CA","United States","Riverside, CA, United States",-117.3754942,33.9806005,"riverside, ca, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Roanoke","VA","United States","Roanoke, VA, United States",-79.9414266,37.2709704,"roanoke, va, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Rochester","NY","United States","Rochester, NY, United States",-77.6088465,43.1565779,"rochester, ny, usa",5,1.10619469026549
"Bob Damron's Address Book",1983,452,"Rock Island","IL","United States","Rock Island, IL, United States",-90.5787476,41.5094771,"rock island, il, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Rockford","IL","United States","Rockford, IL, United States",-89.0939952,42.2711311,"rockford, il, usa",2,0.442477876106195
"Bob Damron's Address Book",1983,452,"Sacramento","CA","United States","Sacramento, CA, United States",-121.4943996,38.5815719,"sacramento, ca, usa",4,0.884955752212389
"Bob Damron's Address Book",1983,452,"Salem","OR","United States","Salem, OR, United States",-123.0350963,44.9428975,"salem, or, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Salina","KS","United States","Salina, KS, United States",-97.6114237,38.8402805,"salina, ks, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Salt Lake City","UT","United States","Salt Lake City, UT, United States",-111.8910474,40.7607793,"salt lake city, ut, usa",3,0.663716814159292
"Bob Damron's Address Book",1983,452,"San Antonio","TX","United States","San Antonio, TX, United States",-98.4945922,29.4251905,"san antonio, tx, usa",3,0.663716814159292
"Bob Damron's Address Book",1983,452,"San Bernardino","CA","United States","San Bernardino, CA, United States",-117.2897652,34.1083449,"san bernardino, ca, usa",2,0.442477876106195
"Bob Damron's Address Book",1983,452,"San Diego","CA","United States","San Diego, CA, United States",-117.1610838,32.715738,"san diego, ca, usa",5,1.10619469026549
"Bob Damron's Address Book",1983,452,"San Francisco","CA","United States","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa",8,1.76991150442478
"Bob Damron's Address Book",1983,452,"San Gabriel","CA","United States","San Gabriel, CA, United States",-118.1058333,34.0961111,"san gabriel, ca, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"San Jose","CA","United States","San Jose, CA, United States",-121.8852525,37.33874,"san jose, ca, usa",2,0.442477876106195
"Bob Damron's Address Book",1983,452,"Santa Barbara","CA","United States","Santa Barbara, CA, United States",-119.6981901,34.4208305,"santa barbara, ca, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Santa Rosa","CA","United States","Santa Rosa, CA, United States",-122.7140548,38.440429,"santa rosa, ca, usa",2,0.442477876106195
"Bob Damron's Address Book",1983,452,"Sarasota","FL","United States","Sarasota, FL, United States",-82.5310117,27.336465,"sarasota, fl, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Sayville","NY","United States","Sayville, NY, United States",-73.0820556,40.7359317,"sayville, ny, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Scranton","PA","United States","Scranton, PA, United States",-75.6624122,41.408969,"scranton, pa, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Seattle","WA","United States","Seattle, WA, United States",-122.3320708,47.6062095,"seattle, wa, usa",3,0.663716814159292
"Bob Damron's Address Book",1983,452,"Shreveport","LA","United States","Shreveport, LA, United States",-93.7501789,32.5251516,"shreveport, la, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Silver Springs","MD","United States","Silver Springs, MD, United States",-77.026088,38.9906657,"silver spring, md, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"South Bend","IN","United States","South Bend, IN, United States",-86.2519898,41.6763545,"south bend, in, usa",2,0.442477876106195
"Bob Damron's Address Book",1983,452,"Spokane","WA","United States","Spokane, WA, United States",-117.4260466,47.6587802,"spokane, wa, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Springfield","MO","United States","Springfield, MO, United States",-93.2922989,37.2089572,"springfield, mo, usa",2,0.442477876106195
"Bob Damron's Address Book",1983,452,"Springfield","OH","United States","Springfield, OH, United States",-83.8088171,39.9242266,"springfield, oh, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"St. Joseph","MO","United States","St. Joseph, MO, United States",-94.846681,39.7674578,"st joseph, mo, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"St. Louis","MO","United States","St. Louis, MO, United States",-90.1994042,38.6270025,"st. louis, mo, usa",4,0.884955752212389
"Bob Damron's Address Book",1983,452,"St. Paul","MN","United States","St. Paul, MN, United States",-93.0899578,44.9537029,"st paul, mn, usa",2,0.442477876106195
"Bob Damron's Address Book",1983,452,"St. Petersburg","FL","United States","St. Petersburg, FL, United States",-82.6402915,27.7676008,"st. petersburg, fl, usa",2,0.442477876106195
"Bob Damron's Address Book",1983,452,"Staten Island","NY","United States","Staten Island, NY, United States",-74.1502007,40.5795317,"staten island, ny, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Steubenville","OH","United States","Steubenville, OH, United States",-80.6339638,40.3697905,"steubenville, oh, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Stockton","CA","United States","Stockton, CA, United States",-121.2907796,37.9577016,"stockton, ca, usa",2,0.442477876106195
"Bob Damron's Address Book",1983,452,"Superior","WI","United States","Superior, WI, United States",-92.1040796,46.7207737,"superior, wi, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Syracuse","NY","United States","Syracuse, NY, United States",-76.1474244,43.0481221,"syracuse, ny, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Tacoma","WA","United States","Tacoma, WA, United States",-122.4442906,47.2528768,"tacoma, wa, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Tampa","FL","United States","Tampa, FL, United States",-82.4571776,27.950575,"tampa, fl, usa",2,0.442477876106195
"Bob Damron's Address Book",1983,452,"Terre Haute","IN","United States","Terre Haute, IN, United States",-87.4139092,39.4667034,"terre haute, in, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Topeka","KS","United States","Topeka, KS, United States",-95.6751576,39.0473451,"topeka, ks, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Trenton","NJ","United States","Trenton, NJ, United States",-74.759717,40.2205824,"trenton, nj, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Tulsa","OK","United States","Tulsa, OK, United States",-95.992775,36.1539816,"tulsa, ok, usa",3,0.663716814159292
"Bob Damron's Address Book",1983,452,"Tuscon","AZ","United States","Tuscon, AZ, United States",-110.9741769,32.2539787,"tucson, az, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Tyler","TX","United States","Tyler, TX, United States",-95.3010624,32.3512601,"tyler, tx, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Tyngsboro","MA","United States","Tyngsboro, MA, United States",-71.4244224,42.6766696,"tyngsborough, ma, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Union City","NJ","United States","Union City, NJ, United States",-74.0237512,40.7795455,"union city, nj 07087, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Urbana","IL","United States","Urbana, IL, United States",-88.2072697,40.1105875,"urbana, il, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Waikiki","HI","United States","Waikiki, HI, United States",-157.8291847,21.2793462,"waikiki, honolulu, hi 96815, usa",2,0.442477876106195
"Bob Damron's Address Book",1983,452,"Wailuku","HI","United States","Wailuku, HI, United States",-156.5048344,20.8869433,"wailuku, hi 96793, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Warren","OH","United States","Warren, OH, United States",-80.8184166,41.2375569,"warren, oh, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Washington","DC","United States","Washington, DC, United States",-77.0368707,38.9071923,"washington, dc, usa",7,1.54867256637168
"Bob Damron's Address Book",1983,452,"Waterbury","CT","United States","Waterbury, CT, United States",-73.0514965,41.5581525,"waterbury, ct, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"West Babylon","NY","United States","West Babylon, NY, United States",-73.354287,40.718155,"west babylon, ny, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"West Hempstead","NY","United States","West Hempstead, NY, United States",-73.6501295,40.7048242,"west hempstead, ny, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"West Palm Beach","FL","United States","West Palm Beach, FL, United States",-80.0533746,26.7153424,"west palm beach, fl, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Westport","CT","United States","Westport, CT, United States",-73.3579049,41.1414717,"westport, ct, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Westtown","NY","United States","Westtown, NY, United States",-74.5398821,41.336761,"westtown, ny 10998, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Williamstown","MA","United States","Williamstown, MA, United States",-73.2036898,42.7120196,"williamstown, ma 01267, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Wilmington","NC","United States","Wilmington, NC, United States",-77.8868117,34.2103894,"wilmington, nc, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Wood River","IL","United States","Wood River, IL, United States",-90.0976069,38.861159,"wood river, il, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Worcester","MA","United States","Worcester, MA, United States",-71.8022934,42.2625932,"worcester, ma, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Yonkers","NY","United States","Yonkers, NY, United States",-73.8987469,40.9312099,"yonkers, ny, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"York","PA","United States","York, PA, United States",-76.727745,39.9625984,"york, pa, usa",2,0.442477876106195
"Gaia's Guide",1983,2016,"","CT","United States",", CT, United States",-73.087749,41.6032207,"connecticut, usa",1,0.0496031746031746
"Gaia's Guide",1983,2016,"","FL","United States",", FL, United States",-81.5157535,27.6648274,"florida, usa",3,0.148809523809524
"Gaia's Guide",1983,2016,"","MD","United States",", MD, United States",-76.6412712,39.0457549,"maryland, usa",1,0.0496031746031746
"Gaia's Guide",1983,2016,"","MT","United States",", MT, United States",-110.3625658,46.8796822,"montana, usa",1,0.0496031746031746
"Gaia's Guide",1983,2016,"","NC","United States",", NC, United States",-79.0192997,35.7595731,"north carolina, usa",1,0.0496031746031746
"Gaia's Guide",1983,2016,"","NJ","United States",", NJ, United States",-74.4056612,40.0583238,"new jersey, usa",8,0.396825396825397
"Gaia's Guide",1983,2016,"","NM","United States",", NM, United States",-105.0323635,34.9727305,"new mexico, usa",1,0.0496031746031746
"Gaia's Guide",1983,2016,"","OR","United States",", OR, United States",-120.5542012,43.8041334,"oregon, usa",1,0.0496031746031746
"Gaia's Guide",1983,2016,"","PA","United States",", PA, United States",-77.1945247,41.2033216,"pennsylvania, usa",2,0.0992063492063492
"Gaia's Guide",1983,2016,"","SD","United States",", SD, United States",NA,NA,"NA",1,0.0496031746031746
"Gaia's Guide",1983,2016,"","TN","United States",", TN, United States",-86.5804473,35.5174913,"tennessee, usa",1,0.0496031746031746
"Gaia's Guide",1983,2016,"","TX","United States",", TX, United States",-99.9018131,31.9685988,"texas, usa",1,0.0496031746031746
"Gaia's Guide",1983,2016,"","VI","United States",", VI, United States",NA,NA,"NA",1,0.0496031746031746
"Gaia's Guide",1983,2016,"Abilene","TX","United States","Abilene, TX, United States",-99.7331439,32.4487364,"abilene, tx, usa",2,0.0992063492063492
"Gaia's Guide",1983,2016,"Akron","OH","United States","Akron, OH, United States",-81.5190053,41.0814447,"akron, oh, usa",2,0.0992063492063492
"Gaia's Guide",1983,2016,"Albany","CA","United States","Albany, CA, United States",-122.2977557,37.886704,"albany, ca, usa",1,0.0496031746031746
"Gaia's Guide",1983,2016,"Albany","NY","United States","Albany, NY, United States",-73.7562317,42.6525793,"albany, ny, usa",7,0.347222222222222
"Gaia's Guide",1983,2016,"Albion","CA","United States","Albion, CA, United States",-123.7680598,39.2232406,"albion, ca, usa",1,0.0496031746031746
"Gaia's Guide",1983,2016,"Albuquerque","NM","United States","Albuquerque, NM, United States",-106.650422,35.0843859,"albuquerque, nm, usa",9,0.446428571428571
"Gaia's Guide",1983,2016,"Alexandria","LA","United States","Alexandria, LA, United States",-92.4451371,31.3112936,"alexandria, la, usa",1,0.0496031746031746
"Gaia's Guide",1983,2016,"Allentown","PA","United States","Allentown, PA, United States",-75.4714098,40.6022939,"allentown, pa, usa",2,0.0992063492063492
"Gaia's Guide",1983,2016,"Allston","MA","United States","Allston, MA, United States",-71.1328247,42.3555087,"allston, boston, ma, usa",1,0.0496031746031746
"Gaia's Guide",1983,2016,"Altoona","PA","United States","Altoona, PA, United States",-78.3947359,40.5186809,"altoona, pa, usa",1,0.0496031746031746
"Gaia's Guide",1983,2016,"Amagansett","NY","United States","Amagansett, NY, United States",-72.1436884,40.9737117,"amagansett, ny, usa",1,0.0496031746031746
"Gaia's Guide",1983,2016,"Amarillo","TX","United States","Amarillo, TX, United States",-101.8312969,35.2219971,"amarillo, tx, usa",2,0.0992063492063492
"Gaia's Guide",1983,2016,"Ann Arbor","MI","United States","Ann Arbor, MI, United States",-83.7430378,42.2808256,"ann arbor, mi, usa",2,0.0992063492063492
"Gaia's Guide",1983,2016,"Appletown","WI","United States","Appletown, WI, United States",-88.4153847,44.2619309,"appleton, wi, usa",1,0.0496031746031746
"Gaia's Guide",1983,2016,"Asbury Park ","NJ","United States","Asbury Park , NJ, United States",-74.0120817,40.2203907,"asbury park, nj 07712, usa",6,0.297619047619048
"Gaia's Guide",1983,2016,"Asheville","NC","United States","Asheville, NC, United States",-82.5514869,35.5950581,"asheville, nc, usa",1,0.0496031746031746
"Gaia's Guide",1983,2016,"Ashland","OR","United States","Ashland, OR, United States",-122.7094767,42.1945758,"ashland, or 97520, usa",4,0.198412698412698
"Gaia's Guide",1983,2016,"Athol","NY","United States","Athol, NY, United States",-73.8429001,43.4925679,"athol, ny 12810, usa",1,0.0496031746031746
"Gaia's Guide",1983,2016,"Atlanta","GA","United States","Atlanta, GA, United States",-84.3876845,33.748752,"atlanta, ga, usa",19,0.942460317460317
"Gaia's Guide",1983,2016,"Atlantic City","NJ","United States","Atlantic City, NJ, United States",-74.4229266,39.3642834,"atlantic city, nj, usa",7,0.347222222222222
"Gaia's Guide",1983,2016,"Augusta","GA","United States","Augusta, GA, United States",-82.0105148,33.4734978,"augusta, ga, usa",2,0.0992063492063492
"Gaia's Guide",1983,2016,"Austin","TX","United States","Austin, TX, United States",-97.7430608,30.267153,"austin, tx, usa",9,0.446428571428571
"Gaia's Guide",1983,2016,"Babylon","NY","United States","Babylon, NY, United States",-73.3256753,40.6956552,"babylon, ny, usa",2,0.0992063492063492
"Gaia's Guide",1983,2016,"Bailey","CO","United States","Bailey, CO, United States",-105.4786412,39.4060536,"bailey, co 80421, usa",1,0.0496031746031746
"Gaia's Guide",1983,2016,"Bakersfield","CA","United States","Bakersfield, CA, United States",-119.0187125,35.3732921,"bakersfield, ca, usa",2,0.0992063492063492
"Gaia's Guide",1983,2016,"Baltimore","MD","United States","Baltimore, MD, United States",-76.6121893,39.2903848,"baltimore, md, usa",20,0.992063492063492
"Gaia's Guide",1983,2016,"Bar Harbor","ME","United States","Bar Harbor, ME, United States",-68.2039123,44.3876119,"bar harbor, me, usa",2,0.0992063492063492
"Gaia's Guide",1983,2016,"Baton Rouge","LA","United States","Baton Rouge, LA, United States",-91.1871466,30.4514677,"baton rouge, la, usa",3,0.148809523809524
"Gaia's Guide",1983,2016,"Beaumont","TX","United States","Beaumont, TX, United States",-94.1265562,30.080174,"beaumont, tx, usa",1,0.0496031746031746
"Gaia's Guide",1983,2016,"Belfast","ME","United States","Belfast, ME, United States",-69.0064234,44.4259092,"belfast, me 04915, usa",2,0.0992063492063492
"Gaia's Guide",1983,2016,"Bellingham","WA","United States","Bellingham, WA, United States",-122.4786854,48.7519112,"bellingham, wa, usa",3,0.148809523809524
"Gaia's Guide",1983,2016,"Bellows Falls","VT","United States","Bellows Falls, VT, United States",-72.4439772,43.133411,"bellows falls, town of rockingham, vt 05101, usa",1,0.0496031746031746
"Gaia's Guide",1983,2016,"Beloit","WI","United States","Beloit, WI, United States",-89.0317765,42.5083482,"beloit, wi 53511, usa",3,0.148809523809524
"Gaia's Guide",1983,2016,"Berea","OH","United States","Berea, OH, United States",-81.8543026,41.3661614,"berea, oh 44017, usa",1,0.0496031746031746
"Gaia's Guide",1983,2016,"Berkeley","CA","United States","Berkeley, CA, United States",-122.273042,37.8715226,"berkeley, ca, usa",13,0.64484126984127
"Gaia's Guide",1983,2016,"Bethany Beach","DE","United States","Bethany Beach, DE, United States",-75.0551806,38.5395564,"bethany beach, de, usa",1,0.0496031746031746
"Gaia's Guide",1983,2016,"Bethesda","MD","United States","Bethesda, MD, United States",-77.0947092,38.984652,"bethesda, md, usa",2,0.0992063492063492
"Gaia's Guide",1983,2016,"Beverly Hills","CA","United States","Beverly Hills, CA, United States",-118.4003563,34.0736204,"beverly hills, ca, usa",1,0.0496031746031746
"Gaia's Guide",1983,2016,"Billings","MT","United States","Billings, MT, United States",-108.5006904,45.7832856,"billings, mt, usa",1,0.0496031746031746
"Gaia's Guide",1983,2016,"Biloxi ","MS","United States","Biloxi , MS, United States",-88.8853078,30.3960318,"biloxi, ms, usa",2,0.0992063492063492
"Gaia's Guide",1983,2016,"Binghamton","NY","United States","Binghamton, NY, United States",-75.9179738,42.0986867,"binghamton, ny, usa",5,0.248015873015873
"Gaia's Guide",1983,2016,"Birmingham","AL","United States","Birmingham, AL, United States",-86.8103567,33.5185892,"birmingham, al, usa",7,0.347222222222222
"Gaia's Guide",1983,2016,"Bismarck","ND","United States","Bismarck, ND, United States",-100.7876931,46.8054947,"bismarck, nd, usa",1,0.0496031746031746
"Gaia's Guide",1983,2016,"Bloomington","IN","United States","Bloomington, IN, United States",-86.5263857,39.165325,"bloomington, in, usa",3,0.148809523809524
"Gaia's Guide",1983,2016,"Boise","ID","United States","Boise, ID, United States",-116.2023137,43.6150186,"boise, id, usa",2,0.0992063492063492
"Gaia's Guide",1983,2016,"Bossier City","LA","United States","Bossier City, LA, United States",-93.7321228,32.5159852,"bossier city, la, usa",1,0.0496031746031746
"Gaia's Guide",1983,2016,"Boston","MA","United States","Boston, MA, United States",-71.0588801,42.3600825,"boston, ma, usa",39,1.93452380952381
"Gaia's Guide",1983,2016,"Boulder","CO","United States","Boulder, CO, United States",-105.2705456,40.0149856,"boulder, co, usa",1,0.0496031746031746
"Gaia's Guide",1983,2016,"Bozeman","MT","United States","Bozeman, MT, United States",-111.0319925,45.6814733,"bozeman, mt, usa",2,0.0992063492063492
"Gaia's Guide",1983,2016,"Brattleboro","VT","United States","Brattleboro, VT, United States",-72.5578678,42.8509152,"brattleboro, vt 05301, usa",2,0.0992063492063492
"Gaia's Guide",1983,2016,"Bridgeport","CT","United States","Bridgeport, CT, United States",-73.1894384,41.1792258,"bridgeport, ct, usa",1,0.0496031746031746
"Gaia's Guide",1983,2016,"Bronx","NY","United States","Bronx, NY, United States",-73.8648268,40.8447819,"bronx, ny, usa",3,0.148809523809524
"Gaia's Guide",1983,2016,"Brooklyn","NY","United States","Brooklyn, NY, United States",-73.9441579,40.6781784,"brooklyn, ny, usa",2,0.0992063492063492
"Gaia's Guide",1983,2016,"Broward County","FL","United States","Broward County, FL, United States",-80.365865,26.190096,"broward county, fl, usa",3,0.148809523809524
"Gaia's Guide",1983,2016,"Buffalo","NY","United States","Buffalo, NY, United States",-78.8783689,42.8864468,"buffalo, ny, usa",8,0.396825396825397
"Gaia's Guide",1983,2016,"Burlington","VT","United States","Burlington, VT, United States",-73.212072,44.4758825,"burlington, vt, usa",4,0.198412698412698
"Gaia's Guide",1983,2016,"Calais","ME","United States","Calais, ME, United States",-67.2786038,45.1889633,"calais, me, usa",1,0.0496031746031746
"Gaia's Guide",1983,2016,"Calumet City","IL","United States","Calumet City, IL, United States",-87.5294871,41.6155909,"calumet city, il, usa",3,0.148809523809524
"Gaia's Guide",1983,2016,"Cambridge","MA","United States","Cambridge, MA, United States",-71.1097335,42.3736158,"cambridge, ma, usa",15,0.744047619047619
"Gaia's Guide",1983,2016,"Camden","NJ","United States","Camden, NJ, United States",-75.1196199,39.9259463,"camden, nj, usa",2,0.0992063492063492
"Gaia's Guide",1983,2016,"Canoga Park","CA","United States","Canoga Park, CA, United States",-118.6058609,34.208254,"canoga park, los angeles, ca, usa",2,0.0992063492063492
"Gaia's Guide",1983,2016,"Canton","OH","United States","Canton, OH, United States",-81.378447,40.7989473,"canton, oh, usa",1,0.0496031746031746
"Gaia's Guide",1983,2016,"Cedar Rapids","IA","United States","Cedar Rapids, IA, United States",-91.6656232,41.9778795,"cedar rapids, ia, usa",1,0.0496031746031746
"Gaia's Guide",1983,2016,"Champaign","IL","United States","Champaign, IL, United States",-88.2433829,40.1164204,"champaign, il, usa",2,0.0992063492063492
"Gaia's Guide",1983,2016,"Chapel Hill","NC","United States","Chapel Hill, NC, United States",-79.0558445,35.9131996,"chapel hill, nc, usa",2,0.0992063492063492
"Gaia's Guide",1983,2016,"Charlestown","SC","United States","Charlestown, SC, United States",-79.9319664,32.7833163,"charleston, sc, usa",3,0.148809523809524
"Gaia's Guide",1983,2016,"Charlestown","WV","United States","Charlestown, WV, United States",-77.8597175,39.2889903,"charles town, wv 25414, usa",5,0.248015873015873
"Gaia's Guide",1983,2016,"Charlotte","NC","United States","Charlotte, NC, United States",-80.8431267,35.2270869,"charlotte, nc, usa",10,0.496031746031746
"Gaia's Guide",1983,2016,"Charlottesville","VI","United States","Charlottesville, VI, United States",-78.4766781,38.0293059,"charlottesville, va, usa",1,0.0496031746031746
"Gaia's Guide",1983,2016,"Chatanooga","TN","United States","Chatanooga, TN, United States",-85.3093995,35.0457984,"chattanooga, tn, usa",1,0.0496031746031746
"Gaia's Guide",1983,2016,"Chicago","IL","United States","Chicago, IL, United States",-87.6297982,41.8781136,"chicago, il, usa",48,2.38095238095238
"Gaia's Guide",1983,2016,"Cincinnati","OH","United States","Cincinnati, OH, United States",-84.5120196,39.1031182,"cincinnati, oh, usa",15,0.744047619047619
"Gaia's Guide",1983,2016,"Clearwater","FL","United States","Clearwater, FL, United States",-82.8001026,27.9658533,"clearwater, fl, usa",2,0.0992063492063492
"Gaia's Guide",1983,2016,"Cleveland","OH","United States","Cleveland, OH, United States",-81.6943605,41.49932,"cleveland, oh, usa",14,0.694444444444444
"Gaia's Guide",1983,2016,"Cocoa Beach","FL","United States","Cocoa Beach, FL, United States",-80.6075513,28.3200067,"cocoa beach, fl 32931, usa",1,0.0496031746031746
"Gaia's Guide",1983,2016,"Coconut Grove","FL","United States","Coconut Grove, FL, United States",-80.2377186,25.7355248,"coconut grove, miami, fl, usa",4,0.198412698412698
"Gaia's Guide",1983,2016,"Colorado Springs","CO","United States","Colorado Springs, CO, United States",-104.8213634,38.8338816,"colorado springs, co, usa",4,0.198412698412698
"Gaia's Guide",1983,2016,"Columbia","MO","United States","Columbia, MO, United States",-92.3340724,38.9517053,"columbia, mo, usa",2,0.0992063492063492
"Gaia's Guide",1983,2016,"Columbia","SC","United States","Columbia, SC, United States",-81.0348144,34.0007104,"columbia, sc, usa",3,0.148809523809524
"Gaia's Guide",1983,2016,"Columbus","OH","United States","Columbus, OH, United States",-82.9987942,39.9611755,"columbus, oh, usa",10,0.496031746031746
"Gaia's Guide",1983,2016,"Columbus ","GA","United States","Columbus , GA, United States",-84.9877094,32.4609764,"columbus, ga, usa",2,0.0992063492063492
"Gaia's Guide",1983,2016,"Concord","NH","United States","Concord, NH, United States",-71.5375718,43.2081366,"concord, nh, usa",7,0.347222222222222
"Gaia's Guide",1983,2016,"Contoocook","NH","United States","Contoocook, NH, United States",-71.7139655,43.2220234,"contoocook, hopkinton, nh 03229, usa",2,0.0992063492063492
"Gaia's Guide",1983,2016,"Coral Gables","FL","United States","Coral Gables, FL, United States",-80.2635411,25.7491968,"coral gables, fl, usa",1,0.0496031746031746
"Gaia's Guide",1983,2016,"Costa Mesa","CA","United States","Costa Mesa, CA, United States",-117.9047429,33.6638439,"costa mesa, ca, usa",2,0.0992063492063492
"Gaia's Guide",1983,2016,"Covina","CA","United States","Covina, CA, United States",-117.8903397,34.0900091,"covina, ca, usa",1,0.0496031746031746
"Gaia's Guide",1983,2016,"Covington","KY","United States","Covington, KY, United States",-84.5085536,39.0836712,"covington, ky, usa",1,0.0496031746031746
"Gaia's Guide",1983,2016,"Culver City","CA","United States","Culver City, CA, United States",-118.3964665,34.0211224,"culver city, ca, usa",3,0.148809523809524
"Gaia's Guide",1983,2016,"Dade County","FL","United States","Dade County, FL, United States",-80.6326916,25.5516034,"miami-dade county, fl, usa",1,0.0496031746031746
"Gaia's Guide",1983,2016,"Dahlonega","GA","United States","Dahlonega, GA, United States",-83.9843953,34.5261465,"dahlonega, ga 30533, usa",1,0.0496031746031746
"Gaia's Guide",1983,2016,"Dallas","TX","United States","Dallas, TX, United States",-96.7969879,32.7766642,"dallas, tx, usa",7,0.347222222222222
"Gaia's Guide",1983,2016,"Danbury","CT","United States","Danbury, CT, United States",-73.4540111,41.394817,"danbury, ct, usa",3,0.148809523809524
"Gaia's Guide",1983,2016,"Davenport","IA","United States","Davenport, IA, United States",-90.5776367,41.5236437,"davenport, ia, usa",1,0.0496031746031746
"Gaia's Guide",1983,2016,"Davis","CA","United States","Davis, CA, United States",-121.7405167,38.5449065,"davis, ca, usa",1,0.0496031746031746
"Gaia's Guide",1983,2016,"Dayton","OH","United States","Dayton, OH, United States",-84.1916069,39.7589478,"dayton, oh, usa",12,0.595238095238095
"Gaia's Guide",1983,2016,"Daytona","FL","United States","Daytona, FL, United States",-81.0228331,29.2108147,"daytona beach, fl, usa",4,0.198412698412698
"Gaia's Guide",1983,2016,"Denver","CO","United States","Denver, CO, United States",-104.990251,39.7392358,"denver, co, usa",29,1.43849206349206
"Gaia's Guide",1983,2016,"Detroit","MI","United States","Detroit, MI, United States",-83.0457538,42.331427,"detroit, mi, usa",13,0.64484126984127
"Gaia's Guide",1983,2016,"Dover","NJ","United States","Dover, NJ, United States",-74.5621025,40.883988,"dover, nj, usa",1,0.0496031746031746
"Gaia's Guide",1983,2016,"Durham","NC","United States","Durham, NC, United States",-78.898619,35.9940329,"durham, nc, usa",4,0.198412698412698
"Gaia's Guide",1983,2016,"Durham","NH","United States","Durham, NH, United States",-70.9264393,43.1339545,"durham, nh 03824, usa",1,0.0496031746031746
"Gaia's Guide",1983,2016,"East Barnet","VT","United States","East Barnet, VT, United States",-72.0493779,44.2968323,"barnet, vt, usa",1,0.0496031746031746
"Gaia's Guide",1983,2016,"East Hampton","NY","United States","East Hampton, NY, United States",-72.1848009,40.9634335,"east hampton, ny 11937, usa",3,0.148809523809524
"Gaia's Guide",1983,2016,"East Meadow","NY","United States","East Meadow, NY, United States",-73.5590157,40.7139898,"east meadow, ny, usa",1,0.0496031746031746
"Gaia's Guide",1983,2016,"East Orange","NJ","United States","East Orange, NJ, United States",-74.2048677,40.767323,"east orange, nj, usa",2,0.0992063492063492
"Gaia's Guide",1983,2016,"East St Louis","IL","United States","East St Louis, IL, United States",-90.1506465,38.624514,"east st louis, il, usa",2,0.0992063492063492
