"publication","year","pub.count","geocode.value","lon","lat","count"
"Bob Damron's Address Book",1983,5298,"Miami, FL, United States",-80.1917902,25.7616798,43
"Bob Damron's Address Book",1983,5298,"Miamisburg, OH, United States",-84.2866083,39.6428362,1
"Bob Damron's Address Book",1983,5298,"Middletown, CT, United States",-72.6506488,41.5623209,1
"Bob Damron's Address Book",1983,5298,"Milford, MA, United States",-71.5163049,42.1398577,1
"Bob Damron's Address Book",1983,5298,"Milldale, CT, United States",-72.8990595,41.5669981,1
"Bob Damron's Address Book",1983,5298,"Milton, MA, United States",-71.0661653,42.2495321,1
"Bob Damron's Address Book",1983,5298,"Milwaukee, WI, United States",-87.9064736,43.0389025,41
"Bob Damron's Address Book",1983,5298,"Mine Hill, NJ, United States",-74.5937701,40.8778768,2
"Bob Damron's Address Book",1983,5298,"Minneapolis, MN, United States",-93.2650108,44.977753,29
"Bob Damron's Address Book",1983,5298,"Minot, NC, United States",NA,NA,1
"Bob Damron's Address Book",1983,5298,"Miracle Mile, CA, United States",-118.3491169,34.059534,1
"Bob Damron's Address Book",1983,5298,"Mission Viejo, CA, United States",-117.6581562,33.5968913,2
"Bob Damron's Address Book",1983,5298,"Missoula, MT, United States",-113.9940314,46.8721284,4
"Bob Damron's Address Book",1983,5298,"Mobile, AL, United States",-88.0398912,30.6953657,9
"Bob Damron's Address Book",1983,5298,"Modesto, CA, United States",-120.9970014,37.6392595,3
"Bob Damron's Address Book",1983,5298,"Monroe, LA, United States",-92.1193012,32.5093109,10
"Bob Damron's Address Book",1983,5298,"Monrovia, CA, United States",-118.0019482,34.1442616,1
"Bob Damron's Address Book",1983,5298,"Montara, CA, United States",-122.5160892,37.5421617,1
"Bob Damron's Address Book",1983,5298,"Montclair, CA, United States",-117.6897776,34.0775104,1
"Bob Damron's Address Book",1983,5298,"Monterey, CA, United States",-121.8946761,36.6002378,5
"Bob Damron's Address Book",1983,5298,"Montgomery, AL, United States",-86.3077368,32.3792233,6
"Bob Damron's Address Book",1983,5298,"Moorhead, MN, United States",-96.7678039,46.8737648,2
"Bob Damron's Address Book",1983,5298,"Morgantown, WV, United States",-79.9558968,39.629526,1
"Bob Damron's Address Book",1983,5298,"Morro Bay, CA, United States",-120.8499924,35.3659445,1
"Bob Damron's Address Book",1983,5298,"Morton, MS, United States",-89.6545171,32.3537557,1
"Bob Damron's Address Book",1983,5298,"Moscow, ID, United States",-117.0001651,46.7323875,6
"Bob Damron's Address Book",1983,5298,"Mount Clemens, MI, United States",-82.8779754,42.5972563,6
"Bob Damron's Address Book",1983,5298,"Mount Vernon, TX, United States",NA,NA,1
"Bob Damron's Address Book",1983,5298,"Mountain View, CA, United States",-122.0838511,37.3860517,1
"Bob Damron's Address Book",1983,5298,"Mt. Vernon, WA, United States",-122.3374542,48.4201105,1
"Bob Damron's Address Book",1983,5298,"Muncie, IN, United States",-85.3863599,40.1933767,3
"Bob Damron's Address Book",1983,5298,"Murpheesboro, TN, United States",-86.39027,35.8456213,4
"Bob Damron's Address Book",1983,5298,"Muskegon, MI, United States",-86.2483921,43.2341813,4
"Bob Damron's Address Book",1983,5298,"Myrtle Beach, SC, United States",-78.8802094,33.6954218,2
"Bob Damron's Address Book",1983,5298,"Nacogdoches, TX, United States",-94.656004,31.6039455,1
"Bob Damron's Address Book",1983,5298,"Nantucket, MA, United States",-70.0999891,41.28394,3
"Bob Damron's Address Book",1983,5298,"Napa, CA, United States",-122.286865,38.2975381,1
"Bob Damron's Address Book",1983,5298,"Naples, FL, United States",-81.7948103,26.1420358,4
"Bob Damron's Address Book",1983,5298,"Nashua, NH, United States",-71.467566,42.7653662,1
"Bob Damron's Address Book",1983,5298,"Nashville, TN, United States",-86.7816016,36.1626638,18
"Bob Damron's Address Book",1983,5298,"Nawiliwili, HI, United States",-159.3591416,21.9570974,1
"Bob Damron's Address Book",1983,5298,"Nevada City, CA, United States",-121.0160594,39.2615606,1
"Bob Damron's Address Book",1983,5298,"New Bedford, MA, United States",-70.934205,41.6362152,2
"Bob Damron's Address Book",1983,5298,"New Britain, CT, United States",-72.7795419,41.6612104,2
"Bob Damron's Address Book",1983,5298,"New Brunswick, NJ, United States",-74.4518188,40.4862157,4
"Bob Damron's Address Book",1983,5298,"New Haven, CT, United States",-72.9278835,41.308274,13
"Bob Damron's Address Book",1983,5298,"New Hope, PA, United States",-74.9512785,40.3642728,11
"Bob Damron's Address Book",1983,5298,"New Lebanon, IN, United States",-87.4711321,39.0408758,1
"Bob Damron's Address Book",1983,5298,"New London, CT, United States",-72.0995209,41.3556539,3
"Bob Damron's Address Book",1983,5298,"New Milford, PA, United States",-75.7271318,41.8725781,1
"Bob Damron's Address Book",1983,5298,"New Orleans, LA, United States",-90.0715323,29.9510658,84
"Bob Damron's Address Book",1983,5298,"New Rochelle, NY, United States",-73.7823549,40.9114882,1
"Bob Damron's Address Book",1983,5298,"New York City, NY, United States",-74.0059728,40.7127753,217
"Bob Damron's Address Book",1983,5298,"Newark, DE, United States",-75.7496572,39.6837226,1
"Bob Damron's Address Book",1983,5298,"Newark, NJ, United States",-74.1723667,40.735657,2
"Bob Damron's Address Book",1983,5298,"Newport, KY, United States",-84.4957757,39.091449,1
"Bob Damron's Address Book",1983,5298,"Newport, OR, United States",-124.0534505,44.6367836,1
"Bob Damron's Address Book",1983,5298,"Newport, RI, United States",-71.3128285,41.4901024,4
"Bob Damron's Address Book",1983,5298,"Niagra Falls, NY, United States",-79.0377388,43.0962143,3
"Bob Damron's Address Book",1983,5298,"Norfolk, NE, United States",-97.4168171,42.0327168,1
"Bob Damron's Address Book",1983,5298,"Norfolk, VA, United States",-76.2858726,36.8507689,20
"Bob Damron's Address Book",1983,5298,"Normal, IL, United States",-88.9906312,40.5142026,5
"Bob Damron's Address Book",1983,5298,"Norman, OK, United States",-97.4394777,35.2225668,4
"Bob Damron's Address Book",1983,5298,"North Merrick, NY, United States",-73.5635312,40.6913859,1
"Bob Damron's Address Book",1983,5298,"North Salem, NY, United States",-73.5719051,41.3350356,1
"Bob Damron's Address Book",1983,5298,"Northampton, MA, United States",-72.6412013,42.3250896,1
"Bob Damron's Address Book",1983,5298,"Nyack, NY, United States",-73.9179146,41.0906519,2
"Bob Damron's Address Book",1983,5298,"Oakland, CA, United States",-122.2711639,37.8043514,12
"Bob Damron's Address Book",1983,5298,"Ocean Beach, CA, United States",-117.2470353,32.7494988,2
"Bob Damron's Address Book",1983,5298,"Ocean City, MD, United States",-75.0849058,38.3365032,2
"Bob Damron's Address Book",1983,5298,"Oceanside, CA, United States",-117.3794834,33.1958696,6
"Bob Damron's Address Book",1983,5298,"Odessa, TX, United States",-102.3676431,31.8456816,2
"Bob Damron's Address Book",1983,5298,"Ogden, UT, United States",-111.9738304,41.223,8
"Bob Damron's Address Book",1983,5298,"Ogunquit, ME, United States",-70.5986223,43.2468352,16
"Bob Damron's Address Book",1983,5298,"Oklahoma City, OK, United States",-97.5164276,35.4675602,22
"Bob Damron's Address Book",1983,5298,"Old Orchard Beach, ME, United States",-70.3772911,43.5177659,1
"Bob Damron's Address Book",1983,5298,"Old Town, CA, United States",NA,NA,1
"Bob Damron's Address Book",1983,5298,"Omaha, NE, United States",-95.9345034,41.2565369,15
"Bob Damron's Address Book",1983,5298,"Ontario, CA, United States",-117.6508876,34.0633443,1
"Bob Damron's Address Book",1983,5298,"Opelika, AL, United States",-85.3782795,32.6454116,1
"Bob Damron's Address Book",1983,5298,"Orange, CT, United States",-73.0265277,41.278637,1
"Bob Damron's Address Book",1983,5298,"Orange, NJ, United States",-74.2326478,40.7706187,2
"Bob Damron's Address Book",1983,5298,"Orlando, FL, United States",-81.3789269,28.5383832,18
"Bob Damron's Address Book",1983,5298,"Oroville, CA, United States",-121.556359,39.5137752,1
"Bob Damron's Address Book",1983,5298,"Oshkosh, WI, United States",-88.5426136,44.0247062,5
"Bob Damron's Address Book",1983,5298,"Overland Park, KS, United States",-94.6707917,38.9822282,1
"Bob Damron's Address Book",1983,5298,"Owensboro, KY, United States",-87.1111676,37.7719074,1
"Bob Damron's Address Book",1983,5298,"Oxford, MS, United States",-89.5188246,34.3659868,8
"Bob Damron's Address Book",1983,5298,"Oxnard, CA, United States",-119.1770516,34.1975048,2
"Bob Damron's Address Book",1983,5298,"Ozark, AR, United States",-93.8272262,35.4869588,1
"Bob Damron's Address Book",1983,5298,"Pacific Beach, CA, United States",-117.2355851,32.8024577,1
"Bob Damron's Address Book",1983,5298,"Pacific Grove, CA, United States",-121.9166215,36.6177374,2
"Bob Damron's Address Book",1983,5298,"Painsville, OH, United States",-81.245657,41.7244885,1
"Bob Damron's Address Book",1983,5298,"Palisades Park, NJ, United States",-73.997639,40.8481556,1
"Bob Damron's Address Book",1983,5298,"Palm Springs, CA, United States",-116.5452921,33.8302961,22
"Bob Damron's Address Book",1983,5298,"Palo Alto, CA, United States",-122.1430195,37.4418834,4
"Bob Damron's Address Book",1983,5298,"Panama City, FL, United States",-85.6602058,30.1588129,4
"Bob Damron's Address Book",1983,5298,"Paramount, CA, United States",-118.1597911,33.8894598,1
"Bob Damron's Address Book",1983,5298,"Paramus, NJ, United States",-74.0754189,40.9445428,1
"Bob Damron's Address Book",1983,5298,"Parkersburg, WV, United States",-81.5615135,39.2667418,4
"Bob Damron's Address Book",1983,5298,"Parsons, KS, United States",-95.2610838,37.3403384,1
"Bob Damron's Address Book",1983,5298,"Pasadena, CA, United States",-118.1445155,34.1477849,7
"Bob Damron's Address Book",1983,5298,"Pasco, WA, United States",-119.0922316,46.2305049,1
"Bob Damron's Address Book",1983,5298,"Passaic, NJ, United States",-74.1284764,40.8567662,1
"Bob Damron's Address Book",1983,5298,"Patterson, NJ, United States",-74.171811,40.9167654,1
"Bob Damron's Address Book",1983,5298,"Pawtucket, RI, United States",-71.3825558,41.878711,1
"Bob Damron's Address Book",1983,5298,"Pensacola, FL, United States",-87.2169149,30.421309,12
"Bob Damron's Address Book",1983,5298,"Peoria, IL, United States",-89.5889864,40.6936488,8
"Bob Damron's Address Book",1983,5298,"Petoskey, MI, United States",-84.9553296,45.3733428,1
"Bob Damron's Address Book",1983,5298,"Phenix City, AL, United States",-85.0007653,32.4709761,2
"Bob Damron's Address Book",1983,5298,"Philadelphia, PA, United States",-75.1652215,39.9525839,68
"Bob Damron's Address Book",1983,5298,"Philipsburg, PA, United States",-78.2205688,40.8964465,2
"Bob Damron's Address Book",1983,5298,"Phillipsburg, NJ, United States",-75.1901761,40.6937099,2
"Bob Damron's Address Book",1983,5298,"Phoenix, AZ, United States",-112.0740373,33.4483771,46
"Bob Damron's Address Book",1983,5298,"Pierre, SD, United States",-100.3537522,44.3667876,2
"Bob Damron's Address Book",1983,5298,"Pine Grove, PA, United States",-76.3846781,40.5484233,4
"Bob Damron's Address Book",1983,5298,"Pittsburgh, PA, United States",-79.9958864,40.4406248,35
"Bob Damron's Address Book",1983,5298,"Pittsfield, MA, United States",-73.2453824,42.4500845,7
"Bob Damron's Address Book",1983,5298,"Plainview, TX, United States",-101.7068417,34.1847936,1
"Bob Damron's Address Book",1983,5298,"Plantsville, CT, United States",-72.8903645,41.5824016,1
"Bob Damron's Address Book",1983,5298,"Plattsburg, NY, United States",-73.4529124,44.6994873,1
"Bob Damron's Address Book",1983,5298,"Plymouth, MA, United States",-70.6672621,41.9584457,1
"Bob Damron's Address Book",1983,5298,"Plymouth, MI, United States",-83.4702132,42.3714253,1
"Bob Damron's Address Book",1983,5298,"Pocatello, ID, United States",-112.4506191,42.8621042,1
"Bob Damron's Address Book",1983,5298,"Pocono Mts., PA, United States",-75.4344727,41.0700078,1
"Bob Damron's Address Book",1983,5298,"Point Loma, CA, United States",-117.2466838,32.70003,1
"Bob Damron's Address Book",1983,5298,"Poipu, HI, United States",-159.4681793,21.8833158,1
"Bob Damron's Address Book",1983,5298,"Pomeroy, WA, United States",-117.6026896,46.4748738,1
"Bob Damron's Address Book",1983,5298,"Pomona, CA, United States",-117.7499909,34.055103,8
"Bob Damron's Address Book",1983,5298,"Pompano Beach, FL, United States",-80.1247667,26.2378597,1
"Bob Damron's Address Book",1983,5298,"Pontiac, MI, United States",-83.2910468,42.6389216,4
"Bob Damron's Address Book",1983,5298,"Port Huron, MI, United States",-82.4249142,42.9708634,2
"Bob Damron's Address Book",1983,5298,"Portland, ME, United States",-70.2568189,43.6590993,8
"Bob Damron's Address Book",1983,5298,"Portland, OR, United States",-122.6783853,45.515232,48
"Bob Damron's Address Book",1983,5298,"Portsmouth, NH, United States",-70.7625532,43.0717552,4
"Bob Damron's Address Book",1983,5298,"Poughkeepsie, NY, United States",-73.9209701,41.7003713,2
"Bob Damron's Address Book",1983,5298,"Prescott, AZ, United States",-112.4685025,34.5400242,1
"Bob Damron's Address Book",1983,5298,"Princeton, NJ, United States",-74.6672226,40.3572976,3
"Bob Damron's Address Book",1983,5298,"Providence, RI, United States",-71.4128343,41.8239891,27
"Bob Damron's Address Book",1983,5298,"Provincetown, MA, United States",-70.1846012,42.0547136,82
"Bob Damron's Address Book",1983,5298,"Provo, UT, United States",-111.6585337,40.2338438,1
"Bob Damron's Address Book",1983,5298,"Pueblo, CO, United States",-104.6101033,38.2705996,4
"Bob Damron's Address Book",1983,5298,"Pullman, WA, United States",-117.1817377,46.7297771,1
"Bob Damron's Address Book",1983,5298,"Queens, NY, United States",-73.7948516,40.7282239,10
"Bob Damron's Address Book",1983,5298,"Quincy, IL, United States",-91.4098726,39.9356016,3
"Bob Damron's Address Book",1983,5298,"Racine, WI, United States",-87.7828523,42.7261309,2
"Bob Damron's Address Book",1983,5298,"Raleigh, NC, United States",-78.6381787,35.7795897,11
"Bob Damron's Address Book",1983,5298,"Rancho Cordova, CA, United States",-121.302728,38.5890723,1
"Bob Damron's Address Book",1983,5298,"Rancho Mirage, CA, United States",-116.41279,33.739744,2
"Bob Damron's Address Book",1983,5298,"Randolph, MA, United States",-71.042551,42.1619739,1
"Bob Damron's Address Book",1983,5298,"Rapid City, SD, United States",-103.2310149,44.0805434,2
"Bob Damron's Address Book",1983,5298,"Rawlins, WY, United States",-107.2386627,41.7910697,3
"Bob Damron's Address Book",1983,5298,"Reading, PA, United States",-75.9268747,40.3356483,4
"Bob Damron's Address Book",1983,5298,"Red Bluff, CA, United States",-122.2358302,40.1784886,1
"Bob Damron's Address Book",1983,5298,"Redding, CA, United States",-122.3916754,40.5865396,2
"Bob Damron's Address Book",1983,5298,"Redondo Beach, CA, United States",-118.3884078,33.8491816,4
"Bob Damron's Address Book",1983,5298,"Redwood City, CA, United States",-122.228141,37.4847955,6
"Bob Damron's Address Book",1983,5298,"Reed, KY, United States",-87.3541718,37.851156,1
"Bob Damron's Address Book",1983,5298,"Rehoboth Beach, DE, United States",-75.0760137,38.7209454,6
"Bob Damron's Address Book",1983,5298,"Reno, NV, United States",-119.8142691,39.529919,19
"Bob Damron's Address Book",1983,5298,"Reseda, CA, United States",-118.5360205,34.2011126,1
"Bob Damron's Address Book",1983,5298,"Reston, VA, United States",-77.3570028,38.9586307,1
"Bob Damron's Address Book",1983,5298,"Richfield, OH, United States",-81.6381785,41.2397772,1
"Bob Damron's Address Book",1983,5298,"Richmond Hill, NY, United States",-73.8310309,40.6999853,1
"Bob Damron's Address Book",1983,5298,"Richmond, VA, United States",-77.4360481,37.5407246,18
"Bob Damron's Address Book",1983,5298,"River Edge, NJ, United States",-74.0398622,40.9287098,1
"Bob Damron's Address Book",1983,5298,"Riverside, CA, United States",-117.3754942,33.9806005,8
"Bob Damron's Address Book",1983,5298,"Roanoke, VA, United States",-79.9414266,37.2709704,5
"Bob Damron's Address Book",1983,5298,"Rochester, MI, United States",-83.1338214,42.680588,2
"Bob Damron's Address Book",1983,5298,"Rochester, MN, United States",-92.4801989,44.0121221,2
"Bob Damron's Address Book",1983,5298,"Rochester, NY, United States",-77.6088465,43.1565779,30
"Bob Damron's Address Book",1983,5298,"Rochester, PA, United States",-80.2864509,40.7022882,2
"Bob Damron's Address Book",1983,5298,"Rock Island, IL, United States",-90.5787476,41.5094771,4
"Bob Damron's Address Book",1983,5298,"Rockbridge, OH, United States",-82.5222594,39.5798084,1
"Bob Damron's Address Book",1983,5298,"Rockford, IL, United States",-89.0939952,42.2711311,7
"Bob Damron's Address Book",1983,5298,"Rockville, MD, United States",-77.1527578,39.0839973,1
"Bob Damron's Address Book",1983,5298,"Ronan, MT, United States",-114.1015013,47.5288233,1
"Bob Damron's Address Book",1983,5298,"Roseburg, OR, United States",-123.3417381,43.216505,1
"Bob Damron's Address Book",1983,5298,"Rosedale, MN, United States",-95.8914953,47.2782272,1
"Bob Damron's Address Book",1983,5298,"Running Springs, CA, United States",-117.1092049,34.2077859,1
"Bob Damron's Address Book",1983,5298,"Russian River, CA, United States",-123.011048270873,38.9116324986166,4
"Bob Damron's Address Book",1983,5298,"Ruston, LA, United States",-92.637927,32.5232053,1
"Bob Damron's Address Book",1983,5298,"Rutland, VT, United States",-72.9726065,43.6106237,2
"Bob Damron's Address Book",1983,5298,"Sacramento, CA, United States",-121.4943996,38.5815719,41
"Bob Damron's Address Book",1983,5298,"Saginaw, MI, United States",-83.9508068,43.4194699,3
"Bob Damron's Address Book",1983,5298,"Saint Marys, OH, United States",-84.3893961,40.5422697,1
"Bob Damron's Address Book",1983,5298,"Salem, OR, United States",-123.0350963,44.9428975,6
"Bob Damron's Address Book",1983,5298,"Salina, KS, United States",-97.6114237,38.8402805,2
"Bob Damron's Address Book",1983,5298,"Salinas, CA, United States",-121.6555013,36.6777372,2
"Bob Damron's Address Book",1983,5298,"Salt Lake City, UT, United States",-111.8910474,40.7607793,19
"Bob Damron's Address Book",1983,5298,"San Antonio, TX, United States",-98.4945922,29.4251905,32
"Bob Damron's Address Book",1983,5298,"San Bernardino, CA, United States",-117.2897652,34.1083449,10
"Bob Damron's Address Book",1983,5298,"San Clemente, CA, United States",-117.6126004,33.4273521,2
"Bob Damron's Address Book",1983,5298,"San Diego, CA, United States",-117.1610838,32.715738,64
"Bob Damron's Address Book",1983,5298,"San Francisco, CA, United States",-122.4194155,37.7749295,266
"Bob Damron's Address Book",1983,5298,"San Gabriel, CA, United States",-118.1058333,34.0961111,1
"Bob Damron's Address Book",1983,5298,"San Jose, CA, United States",-121.8852525,37.33874,18
"Bob Damron's Address Book",1983,5298,"San Mateo, CA, United States",-122.3255254,37.5629917,2
"Bob Damron's Address Book",1983,5298,"San Rafael, CA, United States",-122.5310874,37.9735346,1
"Bob Damron's Address Book",1983,5298,"Santa Ana, CA, United States",-117.867653,33.7454725,1
"Bob Damron's Address Book",1983,5298,"Santa Barbara, CA, United States",-119.6981901,34.4208305,20
"Bob Damron's Address Book",1983,5298,"Santa Clara, CA, United States",-121.9552356,37.3541079,1
"Bob Damron's Address Book",1983,5298,"Santa Cruz, CA, United States",-122.0307963,36.9741171,9
"Bob Damron's Address Book",1983,5298,"Santa Fe, NM, United States",-105.937799,35.6869752,3
"Bob Damron's Address Book",1983,5298,"Santa Maria, CA, United States",-120.4357191,34.9530337,1
"Bob Damron's Address Book",1983,5298,"Santa Monica, CA, United States",-118.4911912,34.0194543,10
"Bob Damron's Address Book",1983,5298,"Santa Rosa, CA, United States",-122.7140548,38.440429,3
"Bob Damron's Address Book",1983,5298,"Sarasota, FL, United States",-82.5310117,27.336465,12
"Bob Damron's Address Book",1983,5298,"Saugatuck, MI, United States",-86.2019825,42.6550248,4
"Bob Damron's Address Book",1983,5298,"Sault Ste. Marie, MI, United States",-84.3475876,46.4977115,1
"Bob Damron's Address Book",1983,5298,"Sausalito, CA, United States",-122.4852507,37.8590937,2
"Bob Damron's Address Book",1983,5298,"Savannah, GA, United States",-81.091203,32.0808989,9
"Bob Damron's Address Book",1983,5298,"Sayville, NY, United States",-73.0820556,40.7359317,4
"Bob Damron's Address Book",1983,5298,"Schenectady, NY, United States",-73.9395687,42.8142432,2
"Bob Damron's Address Book",1983,5298,"Schenley, PA, United States",-79.6617143,40.6845096,1
"Bob Damron's Address Book",1983,5298,"Scottsdale, AZ, United States",-111.9216734,33.4948764,2
"Bob Damron's Address Book",1983,5298,"Scranton, PA, United States",-75.6624122,41.408969,5
"Bob Damron's Address Book",1983,5298,"Seaside, OR, United States",-123.9226385,45.9931636,3
"Bob Damron's Address Book",1983,5298,"Seattle, WA, United States",-122.3328481,47.6061389,57
"Bob Damron's Address Book",1983,5298,"Sedona, AZ, United States",-111.7609896,34.8697395,1
"Bob Damron's Address Book",1983,5298,"Seekonk, MA, United States",-71.3369972,41.808434,1
"Bob Damron's Address Book",1983,5298,"Sharon, PA, United States",-80.4934035,41.2331116,1
"Bob Damron's Address Book",1983,5298,"Sheboygan, WI, United States",-87.71453,43.7508284,3
"Bob Damron's Address Book",1983,5298,"Sherman Oaks, CA, United States",-118.4486989,34.1509272,3
"Bob Damron's Address Book",1983,5298,"Shreveport, LA, United States",-93.7501789,32.5251516,7
"Bob Damron's Address Book",1983,5298,"Sierra Vista, AZ, United States",-110.2772856,31.5455001,1
"Bob Damron's Address Book",1983,5298,"Silver Springs, MD, United States",-77.026088,38.9906657,1
"Bob Damron's Address Book",1983,5298,"Sioux City, IA, United States",-96.4049408,42.4963416,1
"Bob Damron's Address Book",1983,5298,"Sioux Falls, SD, United States",-96.731265,43.5460223,5
"Bob Damron's Address Book",1983,5298,"Smithfield, RI, United States",-71.5495101,41.9220496,1
"Bob Damron's Address Book",1983,5298,"South Bend, IN, United States",-86.2519898,41.6763545,10
"Bob Damron's Address Book",1983,5298,"South Chino, ME, United States",-69.5709229,44.3949791,1
"Bob Damron's Address Book",1983,5298,"South Padre Island, TX, United States",-97.1681257,26.1118401,5
"Bob Damron's Address Book",1983,5298,"Southfield, MI, United States",-83.2218731,42.4733688,2
"Bob Damron's Address Book",1983,5298,"Spanish Fort Canyon, UT, United States",-111.5960297,40.0838445,1
"Bob Damron's Address Book",1983,5298,"Spartanburg, SC, United States",-81.9320482,34.9495672,2
"Bob Damron's Address Book",1983,5298,"Spokane, WA, United States",-117.4235319,47.6579711,13
"Bob Damron's Address Book",1983,5298,"Springfield, IL, United States",-89.6501481,39.7817213,8
"Bob Damron's Address Book",1983,5298,"Springfield, MA, United States",-72.589811,42.1014831,10
"Bob Damron's Address Book",1983,5298,"Springfield, MO, United States",-93.2922989,37.2089572,6
"Bob Damron's Address Book",1983,5298,"Springfield, OH, United States",-83.8088171,39.9242266,6
"Bob Damron's Address Book",1983,5298,"Springfield, VT, United States",-72.4819743,43.298701,1
"Bob Damron's Address Book",1983,5298,"Spruce Pine, NC, United States",-82.0645611,35.9154007,1
"Bob Damron's Address Book",1983,5298,"St. Augustine, FL, United States",-81.3139313,29.8921835,1
"Bob Damron's Address Book",1983,5298,"St. Cloud, MN, United States",-94.1632404,45.5579451,1
"Bob Damron's Address Book",1983,5298,"St. Joseph, MO, United States",-94.846681,39.7674578,2
"Bob Damron's Address Book",1983,5298,"St. Louis, MO, United States",-90.1994042,38.6270025,32
"Bob Damron's Address Book",1983,5298,"St. Paul, MN, United States",-93.0899578,44.9537029,8
"Bob Damron's Address Book",1983,5298,"St. Petersburg, FL, United States",-82.6384451,27.7671271,9
"Bob Damron's Address Book",1983,5298,"St. Simons Island, GA, United States",-81.3885517,31.1595905,1
"Bob Damron's Address Book",1983,5298,"Stamford, CT, United States",-73.5387341,41.0534302,2
"Bob Damron's Address Book",1983,5298,"State College, PA, United States",-77.8600012,40.7933949,4
"Bob Damron's Address Book",1983,5298,"Staten Island, NY, United States",-74.1502007,40.5795317,1
"Bob Damron's Address Book",1983,5298,"Steubenville, OH, United States",-80.6339638,40.3697905,2
"Bob Damron's Address Book",1983,5298,"Stockbridge, MA, United States",-73.3203862,42.2875874,1
"Bob Damron's Address Book",1983,5298,"Stockton, CA, United States",-121.2907796,37.9577016,8
"Bob Damron's Address Book",1983,5298,"Stoneham, MA, United States",-71.1001891,42.4816758,1
"Bob Damron's Address Book",1983,5298,"Stroudsburg, PA, United States",-75.1946248,40.9867609,1
"Bob Damron's Address Book",1983,5298,"Sun Valley, ID, United States",-114.3517172,43.6971294,1
"Bob Damron's Address Book",1983,5298,"Sunset Beach, CA, United States",-118.0735739,33.7207336,1
"Bob Damron's Address Book",1983,5298,"Superior, WI, United States",-92.1040796,46.7207737,2
"Bob Damron's Address Book",1983,5298,"Swansea, MA, United States",-71.1895617,41.748162,2
"Bob Damron's Address Book",1983,5298,"Sweetwater, TX, United States",-100.4059384,32.4709519,1
"Bob Damron's Address Book",1983,5298,"Syracuse, NY, United States",-76.1474244,43.0481221,18
"Bob Damron's Address Book",1983,5298,"Tacoma, WA, United States",-122.4442906,47.2528768,14
"Bob Damron's Address Book",1983,5298,"Talequah, OK, United States",-94.969956,35.91537,1
"Bob Damron's Address Book",1983,5298,"Tallahassee, FL, United States",-84.2806235,30.4381828,6
"Bob Damron's Address Book",1983,5298,"Tampa, FL, United States",-82.4587527,27.9516896,16
"Bob Damron's Address Book",1983,5298,"Telluride, CO, United States",-107.8122852,37.9374939,1
"Bob Damron's Address Book",1983,5298,"Tempe, AZ, United States",-111.9400054,33.4255104,7
"Bob Damron's Address Book",1983,5298,"Terre Haute, IN, United States",-87.4139092,39.4667034,2
"Bob Damron's Address Book",1983,5298,"The Hamptons, NY, United States",-72.3547915,40.924616,6
"Bob Damron's Address Book",1983,5298,"Tijuana, CA, United States",NA,NA,2
"Bob Damron's Address Book",1983,5298,"Toledo, OH, United States",-83.5378674,41.6528052,15
"Bob Damron's Address Book",1983,5298,"Tombstone, AZ, United States",-110.0675764,31.7128683,1
"Bob Damron's Address Book",1983,5298,"Topeka, KS, United States",-95.6751576,39.0473451,8
"Bob Damron's Address Book",1983,5298,"Towson, MD, United States",-76.6019125,39.4014955,1
"Bob Damron's Address Book",1983,5298,"Traverse City, MI, United States",-85.6206317,44.7630567,3
"Bob Damron's Address Book",1983,5298,"Trenton, NJ, United States",-74.759717,40.2205824,4
"Bob Damron's Address Book",1983,5298,"Troy, MI, United States",-83.1497751,42.6064095,5
"Bob Damron's Address Book",1983,5298,"Troy, NY, United States",-73.6917851,42.7284117,1
"Bob Damron's Address Book",1983,5298,"Truckee, CA, United States",-120.1832533,39.327962,1
"Bob Damron's Address Book",1983,5298,"Tucson, AZ, United States",-110.9741769,32.2539787,9
"Bob Damron's Address Book",1983,5298,"Tulsa, OK, United States",-95.992775,36.1539816,30
"Bob Damron's Address Book",1983,5298,"Tupelo, MS, United States",-88.7033859,34.2576066,2
"Bob Damron's Address Book",1983,5298,"Tupper Lake, NY, United States",NA,NA,1
"Bob Damron's Address Book",1983,5298,"Tuscaloosa, AL, United States",-87.5691735,33.2098407,7
"Bob Damron's Address Book",1983,5298,"Tuscon, AZ, United States",-110.9741769,32.2539787,24
"Bob Damron's Address Book",1983,5298,"Tyler, TX, United States",-95.3010624,32.3512601,3
"Bob Damron's Address Book",1983,5298,"Tyngsboro, MA, United States",-71.4244224,42.6766696,1
"Bob Damron's Address Book",1983,5298,"Union City, NJ, United States",-74.0237512,40.7795455,1
"Bob Damron's Address Book",1983,5298,"Upland, CA, United States",-117.6483876,34.09751,1
"Bob Damron's Address Book",1983,5298,"Urbana, IL, United States",-88.2072697,40.1105875,1
"Bob Damron's Address Book",1983,5298,"Utica, NY, United States",-75.232664,43.100903,4
"Bob Damron's Address Book",1983,5298,"Uxbridge, MA, United States",-71.6302532,42.0772429,1
"Bob Damron's Address Book",1983,5298,"Vail, CO, United States",-106.3780801,39.6433243,1
"Bob Damron's Address Book",1983,5298,"Vallejo, CA, United States",-122.2566367,38.1040864,2
"Bob Damron's Address Book",1983,5298,"Venice, CA, United States",-118.4527302,33.994091,3
"Bob Damron's Address Book",1983,5298,"Ventura, CA, United States",-119.2945199,34.2804923,4
