"publication","year","pub.count","geocode.value","lon","lat","count","relative.percentage"
"Bob Damron's Address Book",1975,2334,"Charlestown, WV, United States",NA,NA,2,0.0856898029134533
"Bob Damron's Address Book",1975,2334,"Charlotte Amalie, St. Thomas, VI, United States",-64.93106,18.3418571,8,0.342759211653813
"Bob Damron's Address Book",1975,2334,"Charlotte, NC, United States",-80.8431267,35.2270869,7,0.299914310197087
"Bob Damron's Address Book",1975,2334,"Chattanooga, TN, United States",-85.3093995,35.0457984,3,0.12853470437018
"Bob Damron's Address Book",1975,2334,"Chester, PA, United States",-75.3557457,39.849557,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Cheyenne, WY, United States",-104.8202462,41.1399814,3,0.12853470437018
"Bob Damron's Address Book",1975,2334,"Chicago, IL, United States",-87.6297982,41.8781136,84,3.59897172236504
"Bob Damron's Address Book",1975,2334,"Chico, CA, United States",-121.8374777,39.7284944,2,0.0856898029134533
"Bob Damron's Address Book",1975,2334,"Chittenango, NY, United States",-75.86658,43.0450671,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Christiansted, St. Croix, VI, United States",-64.7059208,17.7445481,2,0.0856898029134533
"Bob Damron's Address Book",1975,2334,"Cicero, IL, United States",-87.7539448,41.8455877,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Cincinnati, OH, United States",-84.5120196,39.1031182,13,0.556983718937446
"Bob Damron's Address Book",1975,2334,"Clearwater, FL, United States",-82.7958948,27.9655722,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Cleveland, OH, United States",-81.6943605,41.49932,20,0.856898029134533
"Bob Damron's Address Book",1975,2334,"Colorado Springs, CO, United States",-104.8213634,38.8338816,9,0.38560411311054
"Bob Damron's Address Book",1975,2334,"Columbia, SC, United States",-81.0348144,34.0007104,6,0.25706940874036
"Bob Damron's Address Book",1975,2334,"Columbus, GA, United States",-84.9877094,32.4609764,2,0.0856898029134533
"Bob Damron's Address Book",1975,2334,"Columbus, MS, United States",-88.4272627,33.4956744,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Columbus, OH, United States",-82.9987942,39.9611755,7,0.299914310197087
"Bob Damron's Address Book",1975,2334,"Condado, PR, United States",NA,NA,13,0.556983718937446
"Bob Damron's Address Book",1975,2334,"Coney Island, NY, United States",NA,NA,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Congers, NY, United States",-73.9454159,41.150651,2,0.0856898029134533
"Bob Damron's Address Book",1975,2334,"Conroe, TX, United States",-95.4560512,30.3118769,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Corpus Christi, TX, United States",-97.396381,27.8005828,4,0.171379605826907
"Bob Damron's Address Book",1975,2334,"Covington, KY, United States",-84.5085536,39.0836712,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Cresson, PA, United States",-78.5916837,40.4597938,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Crestwood, IL, United States",-87.7525511,41.6611444,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Culver City, CA, United States",-118.3964665,34.0211224,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Cumberland, MD, United States",-78.7625185,39.6528654,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Dallas, TX, United States",-96.7969879,32.7766642,23,0.985432733504713
"Bob Damron's Address Book",1975,2334,"Danbury, CT, United States",-73.4540111,41.394817,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Danville, IL, United States",-87.6300207,40.124481,2,0.0856898029134533
"Bob Damron's Address Book",1975,2334,"Danville, VA, United States",-79.3950228,36.5859718,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Dayton, OH, United States",-84.1916069,39.7589478,4,0.171379605826907
"Bob Damron's Address Book",1975,2334,"Daytona Beach, FL, United States",-81.0228331,29.2108147,7,0.299914310197087
"Bob Damron's Address Book",1975,2334,"Decatur, AL, United States",-86.9833417,34.6059253,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Denver, CO, United States",-104.990251,39.7392358,38,1.62810625535561
"Bob Damron's Address Book",1975,2334,"Des Moines, IA, United States",-93.6249522,41.5868417,3,0.12853470437018
"Bob Damron's Address Book",1975,2334,"Detroit, MI, United States",-83.0457538,42.331427,40,1.71379605826907
"Bob Damron's Address Book",1975,2334,"Dickenson, ND, United States",-102.7896242,46.8791756,2,0.0856898029134533
"Bob Damron's Address Book",1975,2334,"Dillon, SC, United States",-79.3711579,34.4165505,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Dixmore, IL, United States",-87.6609098,41.6298973,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Dothan, AL, United States",-85.3904888,31.2232313,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Duarte, CA, United States",-117.9772873,34.1394513,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Duluth, MN, United States",-92.1004852,46.7866719,3,0.12853470437018
"Bob Damron's Address Book",1975,2334,"Duncansville, PA, United States",-78.433903,40.4234058,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Dunkirk, NY, United States",-79.3339324,42.4795019,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Durham, NC, United States",-78.898619,35.9940329,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"East Hampton, NY, United States",NA,NA,3,0.12853470437018
"Bob Damron's Address Book",1975,2334,"East Islip, NY, United States",NA,NA,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"East St Louis, IL, United States",-90.1506465,38.624514,3,0.12853470437018
"Bob Damron's Address Book",1975,2334,"Easton, PA, United States",-75.2207323,40.688432,4,0.171379605826907
"Bob Damron's Address Book",1975,2334,"Eastport, MD, United States",-76.4813371,38.9703471,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"El Monte, CA, United States",-118.0275667,34.0686206,2,0.0856898029134533
"Bob Damron's Address Book",1975,2334,"El Paso, TX, United States",-106.4850217,31.7618778,7,0.299914310197087
"Bob Damron's Address Book",1975,2334,"Elizabeth, NJ, United States",-74.2107006,40.6639916,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Elmira, NY, United States",-76.8077338,42.0897965,2,0.0856898029134533
"Bob Damron's Address Book",1975,2334,"Erie, PA, United States",-80.085059,42.1292241,2,0.0856898029134533
"Bob Damron's Address Book",1975,2334,"Eugene, OR, United States",-123.0867536,44.0520691,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Evansville, IN, United States",-87.5710898,37.9715592,2,0.0856898029134533
"Bob Damron's Address Book",1975,2334,"Everett, WA, United States",-122.2020794,47.9789848,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Fairbanks, AK, United States",-147.7199756,64.8400511,2,0.0856898029134533
"Bob Damron's Address Book",1975,2334,"Fairfax, CA, United States",-122.5888686,37.9871454,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Fargo, ND, United States",-96.7898034,46.8771863,2,0.0856898029134533
"Bob Damron's Address Book",1975,2334,"Fayetteville, AR, United States",-94.1605839,36.0626579,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Fayetteville, NC, United States",-78.8783774,35.0523673,2,0.0856898029134533
"Bob Damron's Address Book",1975,2334,"Fire Island, NY, United States",-73.1459474,40.6475997,7,0.299914310197087
"Bob Damron's Address Book",1975,2334,"Flint, MI, United States",-83.6874562,43.0125274,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Florence, AL, United States",-87.677251,34.79981,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Florence, SC, United States",-79.7625625,34.1954331,2,0.0856898029134533
"Bob Damron's Address Book",1975,2334,"Fond Du Lac, WI, United States",-88.4470508,43.7730448,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Fontana, CA, United States",-117.435048,34.0922335,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Forest Park, IL, United States",-87.81367,41.8794758,2,0.0856898029134533
"Bob Damron's Address Book",1975,2334,"Fort Lauderdale, FL, United States",-80.1373174,26.1224386,16,0.685518423307626
"Bob Damron's Address Book",1975,2334,"Fort Myers, FL, United States",-81.8723084,26.640628,3,0.12853470437018
"Bob Damron's Address Book",1975,2334,"Fort Wayne, IN, United States",-85.1393513,41.079273,2,0.0856898029134533
"Bob Damron's Address Book",1975,2334,"Fort Worth, TX, United States",-97.3307658,32.7554883,8,0.342759211653813
"Bob Damron's Address Book",1975,2334,"Frederiksted, St. Croix, VI, United States",-64.8818053,17.7122979,2,0.0856898029134533
"Bob Damron's Address Book",1975,2334,"Fresno, CA, United States",-119.7871247,36.7377981,4,0.171379605826907
"Bob Damron's Address Book",1975,2334,"Ft. Smith, AR, United States",-94.4209646,35.3843722,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Fullerton, CA, United States",-117.9242123,33.8703645,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Gainesville, FL, United States",-82.324998,29.6519563,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Galveston, TX, United States",-94.7976958,29.3013479,5,0.214224507283633
"Bob Damron's Address Book",1975,2334,"Garden Grove, CA, United States",-117.9379952,33.7742692,10,0.428449014567267
"Bob Damron's Address Book",1975,2334,"Gardena, CA, United States",-118.3089624,33.8883487,2,0.0856898029134533
"Bob Damron's Address Book",1975,2334,"Gatlinburg, TN, United States",-83.5101638,35.714259,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Geneva on the Lake, OH, United States",-80.9539831,41.8594971,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Ghent, NY, United States",-73.6300729,42.320699,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Glenbrook, CT, United States",-73.5262337,41.064819,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Glendora, CA, United States",-117.865339,34.1361187,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Grand Forks, ND, United States",-97.0328547,47.9252568,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Grand Haven, MI, United States",-86.2283864,43.0630734,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Grand Rapids, MI, United States",-85.6680863,42.9633599,4,0.171379605826907
"Bob Damron's Address Book",1975,2334,"Grass Valley, CA, United States",-121.0610606,39.2190608,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Great Falls, MT, United States",-111.3007715,47.5052849,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Green Bay, WI, United States",-88.0132958,44.5133188,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Greensboro, NC, United States",-79.7919754,36.0726354,4,0.171379605826907
"Bob Damron's Address Book",1975,2334,"Greensburg, PA, United States",-79.5389289,40.3014581,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Greenwich, CT, United States",-73.6281964,41.0262417,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Gulfport, MS, United States",-89.0928155,30.3674198,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Hagerstown, MD, United States",-77.7199932,39.6417629,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Hallandale, FL, United States",-80.148379,25.9812024,3,0.12853470437018
"Bob Damron's Address Book",1975,2334,"Hanover, NH, United States",-72.2895526,43.7022451,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Harpers Ferry, WV, United States",-77.7388818,39.3253786,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Harrisburg, PA, United States",-76.8867008,40.2731911,5,0.214224507283633
"Bob Damron's Address Book",1975,2334,"Hartford, CT, United States",-72.6733723,41.7658043,6,0.25706940874036
"Bob Damron's Address Book",1975,2334,"Hattiesburg, MS, United States",-89.2903392,31.3271189,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Hawthorne, CA, United States",-118.3525748,33.9164032,2,0.0856898029134533
"Bob Damron's Address Book",1975,2334,"Hayward, CA, United States",-122.0809964,37.6687665,5,0.214224507283633
"Bob Damron's Address Book",1975,2334,"Hazleton, PA, United States",-75.9746472,40.9584181,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Helena, MT, United States",-112.0391057,46.5891452,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Hempstead, NY, United States",NA,NA,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Hialeah, FL, United States",-80.2781057,25.8575963,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"High Point, NC, United States",-80.0053176,35.9556923,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Hilo, HI, United States",-155.084887,19.7216023,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Holland, MI, United States",-86.1089301,42.7875235,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Hollywood, FL, United States",-80.1494901,26.0112014,2,0.0856898029134533
"Bob Damron's Address Book",1975,2334,"Honolulu, HI, United States",-157.8581401,21.3098845,2,0.0856898029134533
"Bob Damron's Address Book",1975,2334,"Hot Springs, AR, United States",-93.0546003,34.5077615,3,0.12853470437018
"Bob Damron's Address Book",1975,2334,"Houston, TX, United States",-95.3698028,29.7604267,39,1.67095115681234
"Bob Damron's Address Book",1975,2334,"Huntington Park, CA, United States",-118.2250725,33.9816812,3,0.12853470437018
"Bob Damron's Address Book",1975,2334,"Huntington, WV, United States",-82.445154,38.4192496,2,0.0856898029134533
"Bob Damron's Address Book",1975,2334,"Huntsville, AL, United States",-86.5861037,34.7303688,2,0.0856898029134533
"Bob Damron's Address Book",1975,2334,"Idaho Falls, ID, United States",-112.0407506,43.4926602,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Indianapolis, IN, United States",-86.158018,39.76909,16,0.685518423307626
"Bob Damron's Address Book",1975,2334,"Inglewood, CA, United States",-118.3531311,33.9616801,3,0.12853470437018
"Bob Damron's Address Book",1975,2334,"Iowa City, IA, United States",-91.5346169,41.6578257,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Ithaca, NY, United States",-76.5018807,42.4439614,3,0.12853470437018
"Bob Damron's Address Book",1975,2334,"Jackson, MS, United States",-90.1848103,32.2987573,3,0.12853470437018
"Bob Damron's Address Book",1975,2334,"Jackson, TN, United States",-88.8139469,35.6145169,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Jackson, WY, United States",-110.7624282,43.4799291,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Jacksonville, FL, United States",-81.655651,30.3321838,11,0.471293916023993
"Bob Damron's Address Book",1975,2334,"Jamestown, NY, United States",-79.2353259,42.0970023,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Jefferson City, MO, United States",NA,NA,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Jersey City, NJ, United States",-74.0431435,40.7177545,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Johnson City, TN, United States",-82.3534727,36.3134397,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Johnstown, PA, United States",-78.9219698,40.3267407,2,0.0856898029134533
"Bob Damron's Address Book",1975,2334,"Joplin, MO, United States",-94.513281,37.0842271,4,0.171379605826907
"Bob Damron's Address Book",1975,2334,"Juneau, AK, United States",-134.4201306,58.3004933,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Kansas City, KS, United States",-94.6267873,39.1155314,2,0.0856898029134533
"Bob Damron's Address Book",1975,2334,"Kansas City, MO, United States",-94.5785667,39.0997265,12,0.51413881748072
"Bob Damron's Address Book",1975,2334,"Kapaa-Wailua, Kauai, HI, United States",NA,NA,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Kenosha, WI, United States",-87.8211854,42.5847425,2,0.0856898029134533
"Bob Damron's Address Book",1975,2334,"Kent, OH, United States",-81.3578859,41.1536674,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Key West, FL, United States",-81.7799871,24.5550593,4,0.171379605826907
"Bob Damron's Address Book",1975,2334,"Killeen, TX, United States",-97.7277959,31.1171194,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Kingston, NJ, United States",-74.6134903,40.3753844,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Knoxville, TN, United States",-83.9207392,35.9606384,5,0.214224507283633
"Bob Damron's Address Book",1975,2334,"Kona, HI, United States",NA,NA,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Lafayette, LA, United States",-92.0198427,30.2240897,2,0.0856898029134533
"Bob Damron's Address Book",1975,2334,"Laguna Beach, CA, United States",-117.7853568,33.5427189,6,0.25706940874036
"Bob Damron's Address Book",1975,2334,"Lahaina, Maui, HI, United States",-156.6816195,20.882371,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Lake Alfred, FL, United States",-81.7234114,28.091963,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Lake Charles, LA, United States",-93.2173758,30.2265949,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Lake Placid, NY, United States",-73.9798713,44.2794911,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Lake Worth, FL, United States",-80.0684479,26.6167555,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Lambertville, NJ, United States",-74.9429448,40.3659394,3,0.12853470437018
"Bob Damron's Address Book",1975,2334,"Lancaster, PA, United States",-76.3055144,40.0378755,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Lansing, MI, United States",-84.5555347,42.732535,4,0.171379605826907
"Bob Damron's Address Book",1975,2334,"Laredo, TX, United States",-99.5075519,27.5035613,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Las Vegas, NV, United States",-115.1391009,36.171563,7,0.299914310197087
"Bob Damron's Address Book",1975,2334,"Lawrence, KS, United States",-95.2352501,38.9716689,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Lebanon, NH, United States",-72.2517569,43.6422934,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Lewiston, ID, United States",-117.0011889,46.4004089,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Lewiston, ME, United States",-70.2147764,44.100351,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Lexington, KY, United States",-84.5037164,38.0405837,4,0.171379605826907
"Bob Damron's Address Book",1975,2334,"Lincoln, NE, United States",-96.7025764,40.8136634,2,0.0856898029134533
"Bob Damron's Address Book",1975,2334,"Lindenhurst, NY, United States",-73.3734547,40.6867667,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Little Neck, NY, United States",NA,NA,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Long Beach, CA, United States",-118.1937395,33.7700504,17,0.728363324764353
"Bob Damron's Address Book",1975,2334,"Los Angeles, CA, United States",-118.242643,34.0549076,155,6.64095972579263
"Bob Damron's Address Book",1975,2334,"Louisville, KY, United States",-85.7584557,38.2526647,8,0.342759211653813
"Bob Damron's Address Book",1975,2334,"Lowell, MA, United States",-71.3161718,42.6334247,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Lubbock, TX, United States",-101.8552934,33.5778239,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Lynn, MA, United States",-70.9494938,42.466763,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Lynwood, CA, United States",-118.2114603,33.930293,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Macon, GA, United States",-83.6324022,32.8406946,2,0.0856898029134533
"Bob Damron's Address Book",1975,2334,"Madison, WI, United States",-89.4007501,43.0721661,3,0.12853470437018
"Bob Damron's Address Book",1975,2334,"Manchester, NH, United States",-71.4547891,42.9956397,5,0.214224507283633
"Bob Damron's Address Book",1975,2334,"Marcus Hook, PA, United States",-75.4185272,39.8192794,1,0.0428449014567267
"Bob Damron's Address Book",1975,2334,"Marion, IL, United States",-88.9331256,37.7306054,1,0.0428449014567267
