"record_id","title","description","type","address","city","state","publication","year","notes","amenityfeatures","stars","star.type","full.address","status","geoAddress","lat","lon"
"g-1979-00324","Boulder Country Women's Resource Center","80302. Tel. (303) 447-9670.","Centers","1406 Pine St","Boulder","CO","Gaia's Guide",1979,"",NA,"****","Organizations",NA,NA,NA,NA,NA
"g-1979-00325","Lilith","80302. Tel. 443-9467. Lesbian/feminist selections. Poetry readings the first and third Sundays of each month. ""We sell Gaia's Guide.""","Bookstores","1743 Walnut","Boulder","CO","Gaia's Guide",1979,"",NA,"","",NA,NA,NA,NA,NA
"g-1979-00326","Little Professor Book Center","Tel. 443-3390. Lots of lesbian and feminist titles. ","Bookstores","1344 Pearl","Boulder","CO","Gaia's Guide",1979,"",NA,"","",NA,NA,NA,NA,NA
"g-1981-00381","Boulder County Women's Resource Center","Tel.(303)447-9670.
","Women's Centers","1406 Pine Street","Boulder","CO","Gaia's Guide",1981,"",NA,"****","Organizations",NA,NA,NA,NA,NA
"g-1981-00382","Metropolitan Community Church","Lesbian coffeehouse nights plus lesbian network meetings. See BIG MAMA RAG for all current details","Religious Groups","1520 Euclid","Boulder","CO","Gaia's Guide",1981,"",NA,"-","",NA,NA,NA,NA,NA
"g-1981-00383","Little Professor Book Center","Tel.443-3390
","Bookstore","1344 Pearl","Boulder","CO","Gaia's Guide",1981,"",NA,"","",NA,NA,NA,NA,NA
"g-1983-00484","Narapa Institute","80302 Tel. 444-0202. A small Arts college including dance, music, psychology, Buddhism, etc. Women and feminism in Buddhism symposium. It's extremely successful. About half the participants are Lesbian feminists.","","1111 Pearl St","Boulder","CO","Gaia's Guide",1983,"",NA,"","",NA,NA,NA,NA,NA
"g-1985-00448","Gay Liberation U.M.C.","Tel. 492-8567 ","Organizations","28 Boulder","Boulder","CO","Gaia's Guide",1985,"",NA,"",NA,NA,NA,NA,NA,NA
"g-1985-00449","Boulder Express","Tel. 433-8162","Bars","2075 30th St. Aspen Plaza","Boulder","CO","Gaia's Guide",1985,"",NA,"",NA,NA,NA,NA,NA,NA
"g-1985-00450","Left Hand","Tel. 443-8252. Lesbian/women's studies/gay titles, magazines & newspapers, posters, buttons, women's music, T-shirts and cards. Reading area, bulletin board; tea and coffee. They also sell GAIA'S GUIDE. ","Alternative Bookstore","1200 Pearl Street","Boulder","CO","Gaia's Guide",1985,"",NA,"",NA,NA,NA,NA,NA,NA
"g-1987-00448","CJ's Fort","Tel.443-5589.","Bars","2850 29th Street","Boulder","CO","Gaia's Guide",1987,"",NA,"**","Bars, Clubs, Coffeehouses",NA,NA,NA,NA,NA
"g-1987-00449","Left Hand","Tel. 443-8252. Lesbian/women's
studies/gay titles, magazines & newspapers, posters, buttons, women's
music, T-shirts and cards. Reading area, bulletin board; tea and coffee.
They also sell GAIA'S GUIDE.","Alternative Bookstore","1200 Pearl Street","Boulder","CO","Gaia's Guide",1987,"",NA,"","",NA,NA,NA,NA,NA
"g-1989-00249","The Yard of Ale","28th & Bluff Street Tel 443-1987","Bars","28th & Bluff Street","Boulder","CO","Gaia's Guide",1989,"",NA,"**(MGM)","Bars, Clubs, Coffeehouses",NA,NA,NA,NA,NA
"d-2003-00281",NA,"888/892-2237 ","Accommodations","","Boulder","CO","Bob Damron's Address Book",2003,"","",NA,NA,NA,"Verified Location",NA,38.842877,-104.864937
"d-2003-00282",NA,"","Bars","","Boulder","CO","Bob Damron's Address Book",2003,"","(CW),(BYOB)",NA,NA,NA,"Verified Location",NA,39.525704,-106.046368
"d-2003-00283",NA,"Lost Angel Rd (off Sugarloaf Mtn Rd) inquire locally for detailed directions","Cruising Areas","","Boulder","CO","Bob Damron's Address Book",2003,"","(SW),(N-1990-2005)",NA,NA,NA,"Verified Location",NA,40.003359,-105.430317
"d-2003-00284",NA,"Fort Carson","Cruising Areas","","Boulder","CO","Bob Damron's Address Book",2003,"","Cruisy Area,(AYOR)",NA,NA,NA,"Verified Location",NA,38.729693,-104.776875
"d-2003-00285",NA,"800/289-1489 Call for the local # nearest you! Hot men waiting to meet you! FREE to Record, Browse, & Respond to voice ads. Use code 5051","Men's Services","","Boulder","CO","Bob Damron's Address Book",2003,"","",NA,NA,NA,"Location could not be verified. General city or location coordinates used.",NA,40.014986,-105.270546
"d-2003-00286",NA,"many undercover cops","Cruising Areas","","Boulder","CO","Bob Damron's Address Book",2003,"","Cruisy Area,(AYOR)",NA,NA,NA,"Verified Location",NA,38.87232,-104.763215
"d-2003-00287",NA,"719/471-4429 1pm-5pm Tue-Sat, call for events","Info Lines & Services","","Boulder","CO","Bob Damron's Address Book",2003,"","",NA,NA,NA,"Location could not be verified. General city or location coordinates used.",NA,40.014986,-105.270546
"d-2003-00288",NA,"PO Box 6, 80424 970/453-6475 full brkfst, hot tub, also 'Bunkhouse Bar'","Accommodations","","Boulder","CO","Bob Damron's Address Book",2003,"","(MO),(N-1990-2005),(GO)",NA,NA,NA,"Verified Location",NA,39.525704,-106.046368
"d-2003-01020",NA,"406/225-4339  massage, workshops","Accommodations","","Boulder","MT","Bob Damron's Address Book",2003,"","(GF),(F),(SW),(N-1990-2005),(NS),(WC)",NA,NA,NA,"Verified Location",NA,46.199742,-112.095301
"d-2003-02405","Boulder Victoria Historic B&B","(at 13th) 303/938-1300 patio","Accommodations","1305 Pine St","Boulder","CO","Bob Damron's Address Book",2003,"","(GF)",NA,NA,"1305 Pine St, Boulder, CO",NA,"1305 pine st, boulder, co 80302, usa",40.020474,-105.2792244
"d-2003-02406","The Briar Rose B&B","(at 22nd) 303/442-3007","Accommodations","2151 Arapahoe St","Boulder","CO","Bob Damron's Address Book",2003,"","(GF),(NS)",NA,NA,"2151 Arapahoe St, Boulder, CO",NA,"boulder, co, usa",40.0149856,-105.2705456
"d-2003-02407","The Historic Earl House Inn","(at Maxwell St) 303/938-1400 full brkfst","Accommodations","2429 Broadway","Boulder","CO","Bob Damron's Address Book",2003,"","(GF)",NA,NA,"2429 Broadway, Boulder, CO",NA,"2429 broadway, boulder, co 80304, usa",40.0223215,-105.2819846
"d-2003-02408","The Foundry","303/447-1803 11am-1:30am, also cafe from 6am","Accommodations","1109 Walnut","Boulder","CO","Bob Damron's Address Book",2003,"","(GF),(D),(S-2003-2005),(WC)",NA,NA,"1109 Walnut, Boulder, CO",NA,"1109 walnut st, boulder, co 80302, usa",40.0170388,-105.2806943
"d-2003-02409","The Yard","#C (at Bluff) 303/443-1987 4pm-2am, from 2pm wknds","Nightclubs","2690 28th St","Boulder","CO","Bob Damron's Address Book",2003,"","(MW),(D),(WC)",NA,NA,"2690 28th St, Boulder, CO",NA,"2690 28th st, boulder, co 80301, usa",40.0271661,-105.2577387
"d-2003-02410","Walnut Cafe","(at 30th) 303/447-2315 7am-4pm, patio","Cafes","3073 Walnut","Boulder","CO","Bob Damron's Address Book",2003,"","(*),(WC)",NA,NA,"3073 Walnut, Boulder, CO",NA,"3073 walnut st, boulder, co 80301, usa",40.0207404,-105.2526419
"d-2003-02411","Left Hand Books","lower level (E of Broadway) 303/443-8252 10am-9pm, noon-6pm Sun","Cafes","1200 Pearl St","Boulder","CO","Bob Damron's Address Book",2003,"","",NA,NA,"1200 Pearl St, Boulder, CO",NA,"1200 pearl st, boulder, co 80302, usa",40.0178501,-105.2796244
"d-2003-02412","Word Is Out","(btwn Canyon & Arapahoe) 303/449-1415 10am-7pm, noon-5pm Sun, lgbt","Cafes","1731 15th St","Boulder","CO","Bob Damron's Address Book",2003,"","(WC)",NA,NA,"1731 15th St, Boulder, CO",NA,"1731 15th st, boulder, co 80302, usa",40.0155846,-105.2753677
"d-2003-02413","Aria","(at Spruce) 303/442-5694 10am-6pm, noon-5pm Sun, gifts","Retail Shops","2043 Broadway","Boulder","CO","Bob Damron's Address Book",2003,"","(WC)",NA,NA,"2043 Broadway, Boulder, CO",NA,"2043 broadway, boulder, co 80302, usa",40.0185898,-105.2805233
"d-2003-02414","The New Stand","(at Grove) 303/442-9515","Erotica","1720 15th St","Boulder","CO","Bob Damron's Address Book",2003,"","",NA,NA,"1720 15th St, Boulder, CO",NA,"1720 15th st, boulder, co 80302, usa",40.0152117,-105.27469
"d-2003-02415","Chalice House","888/475-7505, 719/475-7505 full brkfst, hot tub","Accommodations","1116 N Wahsatch Ave","Boulder","CO","Bob Damron's Address Book",2003,"","(GS)",NA,NA,"1116 N Wahsatch Ave, Boulder, CO",NA,"boulder, co, usa",40.0149856,-105.2705456
"d-2003-02416","Blue Skies Inn B&B","(at Mayfair), Manitou Springs 719/685-3899, 800/398-7949 Gothic Revival, full brkfst","Accommodations","402 Manitou Ave","Boulder","CO","Bob Damron's Address Book",2003,"","(GS),(NS)",NA,NA,"402 Manitou Ave, Boulder, CO",NA,"boulder, co, usa",40.0149856,-105.2705456
"d-2003-02417","Old Town Guest House B&B","719/632-9194, 888/375-4210 full brkfst, hot tub, mansion w/view of Pikes Peak","Accommodations","115 S 26th St","Boulder","CO","Bob Damron's Address Book",2003,"","(GF),(WC)",NA,NA,"115 S 26th St, Boulder, CO",NA,"26th st, boulder, co, usa",40.0364827,-105.2632128
"d-2003-02418","Quality Inn-Garden of the Gods","719/593-9119","Accommodations","555 W Garden of the Gods","Boulder","CO","Bob Damron's Address Book",2003,"","(GF),(SW)",NA,NA,"555 W Garden of the Gods, Boulder, CO",NA,"boulder, co 80302, usa",40.0213483,-105.260956
"d-2003-02419","Hide & Seek Complex","(at Walnut) 719/634-9303 10:30am-2am, till 5am Fri-Sat, 5 bars, 4 dance floors, restaurant","Nightclubs","512 W Colorado","Boulder","CO","Bob Damron's Address Book",2003,"","(*),(MW),(D),(CW),(S-2003-2005),(YC),(WC)",NA,NA,"512 W Colorado, Boulder, CO",NA,"boulder, co, usa",40.0149856,-105.2705456
"d-2003-02420","Dale Street Cafe","(at Nevada) 719/578-9898 11am-9pm, till 9:30pm Fri-Sat, clsd Sun","Restaurants","115 E Dale","Boulder","CO","Bob Damron's Address Book",2003,"","",NA,NA,"115 E Dale, Boulder, CO",NA,"3055 47th st, boulder, co 80301, usa",40.0297833,-105.2439821
"d-2003-02421","Las Vegas Video Palace III","(off 'B' St) 719/638-0200","Erotica","1613 La Shelle Wy","Boulder","CO","Bob Damron's Address Book",2003,"","",NA,NA,"1613 La Shelle Wy, Boulder, CO",NA,"boulder, co, usa",40.0149856,-105.2705456
"d-2003-02422","First Amendment Adult Bookstore","(at Nevada) 719/630-7676","Erotica","220 E Fillmore","Boulder","CO","Bob Damron's Address Book",2003,"","",NA,NA,"220 E Fillmore, Boulder, CO",NA,"boulder, co, usa",40.0149856,-105.2705456
"d-2003-02423","XXX-Treme Mature Fantasy Store","719/638-0200","Erotica","620 Peterson Rd","Boulder","CO","Bob Damron's Address Book",2003,"","",NA,NA,"620 Peterson Rd, Boulder, CO",NA,"boulder, co, usa",40.0149856,-105.2705456
"d-2003-02424","Mad Dog Ranch Fountain Cafe","970/921-7632 brkfst, lunch & dinner","Restaurants","131 Hwy 92","Boulder","CO","Bob Damron's Address Book",2003,"","",NA,NA,"131 Hwy 92, Boulder, CO",NA,"boulder, co, usa",40.0149856,-105.2705456
"d-2003-02425","Eagle Star Ranch","435/335-7438  working 350-acre ranch","Accommodations","330 E Boulder Pines Rd","Boulder","UT","Bob Damron's Address Book",2003,"","(GF),(GO)",NA,NA,"330 E Boulder Pines Rd, Boulder, UT",NA,"330 boulder pines rd, boulder, ut 84716, usa",37.900819,-111.4021426
"d-1999-01311","Boulder Victorian Historic B&B","303/938-1300 patio","Accommodations","1305 Pine St","Boulder","CO","Bob Damron's Address Book",1999,"","(GF)",NA,NA,"1305 Pine St ,  Boulder ,  CO","Google Verified Location","1305 pine st, boulder, co 80302, usa",40.020471,-105.2792102
"d-1999-01312","The Briar Rose B&B","303/442-3007","Accommodations","2151 Arapahoe Ave","Boulder","CO","Bob Damron's Address Book",1999,"","(GF)",NA,NA,"2151 Arapahoe Ave ,  Boulder ,  CO","Google Verified Location","2151 arapahoe ave, boulder, co 80302, usa",40.0149855,-105.2664074
"d-1999-01313","The Yard","303/443-1987 4pm-2am, from 2pm wknds","Nightclubs","2690 28th St #C","Boulder","CO","Bob Damron's Address Book",1999,"","(MW),(D),(WC)",NA,NA,"2690 28th St #C ,  Boulder ,  CO","Google Verified Location","2690 28th st # c, boulder, co 80301, usa",40.0270674,-105.2575251
"d-1999-01314","The Foundry","303/447-1803 7pm-2am","Nightclubs","1109 Walnut","Boulder","CO","Bob Damron's Address Book",1999,"","(GF),(D),(S-1965-2002),(WC)",NA,NA,"1109 Walnut ,  Boulder ,  CO","Google Verified Location","1109 walnut st, boulder, co 80302, usa",40.0170388,-105.2806943
"d-1999-01315","Walnut Cafe","303/447-2315 7am-9:30pm, till 3pm Sun-Mon, patio","Cafes","3073 Walnut","Boulder","CO","Bob Damron's Address Book",1999,"","(*),(WC)",NA,NA,"3073 Walnut ,  Boulder ,  CO","Google Verified Location","3073 walnut st, boulder, co 80301, usa",40.0207404,-105.2526419
"d-1999-01316","Left Hand Books","2nd flr 303/443-8252 noon-9pm, 1pm-4pm Sun","Bookstores","1825 Pearl St","Boulder","CO","Bob Damron's Address Book",1999,"","",NA,NA,"1825 Pearl St ,  Boulder ,  CO","Google Verified Location","1825 pearl st, boulder, co 80302, usa",40.0200071,-105.2714756
"d-1999-01317","Word is Out","303/449-1415 10am-6pm, noon-5pm Sun, lesbigay section","Bookstores","1731 15th St","Boulder","CO","Bob Damron's Address Book",1999,"","(WC)",NA,NA,"1731 15th St ,  Boulder ,  CO","Google Verified Location","1731 15th st, boulder, co 80302, usa",40.0155846,-105.2753677
"d-1999-01318","Aria","303/442-5694 10am-6pm, noon-5pm Sun, cards, T-shirts, gifts","Retail Shops","2043 Broadway","Boulder","CO","Bob Damron's Address Book",1999,"","(WC)",NA,NA,"2043 Broadway ,  Boulder ,  CO","Google Verified Location","2043 broadway, boulder, co 80302, usa",40.0185898,-105.2805233
"d-1999-01319","The News Stand","303/442-9515","Erotica","1720 15th St","Boulder","CO","Bob Damron's Address Book",1999,"","",NA,NA,"1720 15th St ,  Boulder ,  CO","Google Verified Location","1720 15th st, boulder, co 80302, usa",40.0152062,-105.2746806
"d-1999-05835","Boulder Hot Springs Hotel & Retreat","406/225-4339 spirituality/recovery retreat, call for info","Accommodations","","Boulder","MT","Bob Damron's Address Book",1999,"","(GF),(F),(SW),(NS)",NA,NA,", Boulder, MT","Verified Location","unclear_coded_by_hand",46.199742,-112.095301
"d-1999-06053","Community Real Estate Referrals","800/346-5592 gay realtor at your service, no rentals","Info Lines & Services","","Boulder","CO","Bob Damron's Address Book",1999,"","",NA,NA,", Boulder, CO","Location could not be verified. General city or location coordinates used.","unclear_coded_by_hand",40.014986,-105.270546
"d-1999-06255","Dream Canyon","Lost Angel Rd (off Sugarloaf Mtn Rd) inquire locally for detailed directions","Cruisy Areas","","Boulder","CO","Bob Damron's Address Book",1999,"","(SW),(N-1990-2005)",NA,NA,", Boulder, CO","Verified Location","unclear_coded_by_hand",40.003359,-105.430317
"d-1999-06760","LBGT (Lesbian/Bisexual/Gay/Transgendered) Alliance","303/492-8567 student group w/events schedule & resource info","Info Lines & Services","","Boulder","CO","Bob Damron's Address Book",1999,"","",NA,NA,", Boulder, CO","Verified Location","unclear_coded_by_hand",40.006728,-105.271484
"d-1999-07232","Rainbow List","303/443-7768 extensive statewide resources","Publications","","Boulder","CO","Bob Damron's Address Book",1999,"","",NA,NA,", Boulder, CO","Location could not be verified. General city or location coordinates used.","unclear_coded_by_hand",40.014986,-105.270546
"d-2000-01604","Community Real Estate Referrals","800/346-5592 gay realtor at your service, no rentals","Info Lines & Services","","Boulder","CO","Bob Damron's Address Book",2000,"","",NA,NA,"NA, Boulder, CO","Location could not be verified. General city or location coordinates used.","unclear_coded_by_hand",40.014986,-105.270546
"d-2000-01605","LBGT Alliance","303/492-8567 student group w/events schedule & resource info","Info Lines & Services","","Boulder","CO","Bob Damron's Address Book",2000,"","",NA,NA,"NA, Boulder, CO","Verified Location","unclear_coded_by_hand",40.006728,-105.271484
"d-2000-01606","Boulder Victorian Historic B&B","(at 13th) 303/938-1300 patio","Accommodations","1305 Pine St","Boulder","CO","Bob Damron's Address Book",2000,"","(GF)",NA,NA,"1305 Pine St ,  Boulder ,  CO","Google Verified Location","1305 pine st, boulder, co 80302, usa",40.020471,-105.2792102
"d-2000-01607","The Briar Rose B&B","(at 22nd) 303/442-3007","Accommodations","2151 Arapahoe Ave","Boulder","CO","Bob Damron's Address Book",2000,"","(GF)",NA,NA,"2151 Arapahoe Ave ,  Boulder ,  CO","Google Verified Location","2151 arapahoe ave, boulder, co 80302, usa",40.0149855,-105.2664074
"d-2000-01608","The Foundry","303/447-1803 11am-2am","Bars","1109 Walnut","Boulder","CO","Bob Damron's Address Book",2000,"","(GF),(D),(S-1965-2002),(WC)",NA,NA,"1109 Walnut ,  Boulder ,  CO","Google Verified Location","1109 walnut st, boulder, co 80302, usa",40.0170388,-105.2806943
"d-2000-01609","The Yard","(at Bluff) 303/443-1987 4pm-2am, from 2pm wknds","Nightclubs","2690 28th St #C","Boulder","CO","Bob Damron's Address Book",2000,"","(MW),(D),(WC)",NA,NA,"2690 28th St #C ,  Boulder ,  CO","Google Verified Location","2690 28th st # c, boulder, co 80301, usa",40.0270674,-105.2575251
"d-2000-01610","Walnut Cafe","(at 30th) 303/447-2315 7am-4pm, patio","Cafes","3073 Walnut","Boulder","CO","Bob Damron's Address Book",2000,"","(*),(WC)",NA,NA,"3073 Walnut ,  Boulder ,  CO","Google Verified Location","3073 walnut st, boulder, co 80301, usa",40.0207404,-105.2526419
"d-2000-01611","Left Hand Books","2nd flr (btwn 18th & 19th) 303/443-8252 noon-9pm, 11am-8pm Sat, 1pm-4pm Sun","Bookstores","1825 Pearl St","Boulder","CO","Bob Damron's Address Book",2000,"","",NA,NA,"1825 Pearl St ,  Boulder ,  CO","Google Verified Location","1825 pearl st, boulder, co 80302, usa",40.0200071,-105.2714756
"d-2000-01612","Word Is Out","(btwn Canyon & Arapahoe) 303/449-1415 10am-6pm, noon-5pm Sun, lesbigay section","Bookstores","1731 15th St","Boulder","CO","Bob Damron's Address Book",2000,"","(WC)",NA,NA,"1731 15th St ,  Boulder ,  CO","Google Verified Location","1731 15th st, boulder, co 80302, usa",40.0155846,-105.2753677
"d-2000-01613","Aria","(at Spruce) 303/442-5694 10am-6pm, noon-5pm Sun, cards, T-shirts, gifts","Retail Shops","2043 Broadway","Boulder","CO","Bob Damron's Address Book",2000,"","(WC)",NA,NA,"2043 Broadway ,  Boulder ,  CO","Google Verified Location","2043 broadway, boulder, co 80302, usa",40.0185898,-105.2805233
"d-2000-01614","Rainbow List","303/443-7768 extensive statewide resources","Publications","","Boulder","CO","Bob Damron's Address Book",2000,"","",NA,NA,"NA, Boulder, CO","Location could not be verified. General city or location coordinates used.","unclear_coded_by_hand",40.014986,-105.270546
"d-2000-01615","The News Stand","(at Grove) 303/442-9515","Erotica","1720 15th St","Boulder","CO","Bob Damron's Address Book",2000,"","",NA,NA,"1720 15th St ,  Boulder ,  CO","Google Verified Location","1720 15th st, boulder, co 80302, usa",40.0152062,-105.2746806
"d-2000-01616","Dream Canyon","Lost Angel Rd (off Sugarloaf Mtn Rd) inquire locally for detailed directions","Cruisy Areas","","Boulder","CO","Bob Damron's Address Book",2000,"","(SW),(N-1990-2005)",NA,NA,"NA, Boulder, CO","Verified Location","unclear_coded_by_hand",40.003359,-105.430317
"d-2000-04608","Boulder Hot Springs Hotel & Retreat","406/225-4339 spirituality/recovery retreat only, call for info","Accommodations","","Boulder","MT","Bob Damron's Address Book",2000,"","(GF),(F),(SW),(NS)",NA,NA,"NA, Boulder, MT","Verified Location","unclear_coded_by_hand",46.199742,-112.095301
"d-2001-01372","Boulder Victoria Historic B&B","(at 13th) 303/938-1300 patio","Accommodations","1305 Pine St","Boulder","CO","Bob Damron's Address Book",2001,"","(GF)",NA,NA,"1305 Pine St ,  Boulder ,  CO","Google Verified Location","1305 pine st, boulder, co 80302, usa",40.020474,-105.2792244
"d-2001-01373","The Briar Rose B&B","(at 22nd St) 303/442-3007","Accommodations","2151 Arapahoe Ave","Boulder","CO","Bob Damron's Address Book",2001,"","(GF)",NA,NA,"2151 Arapahoe Ave ,  Boulder ,  CO","Google Verified Location","2151 arapahoe ave, boulder, co 80302, usa",40.0149803,-105.266422
"d-2001-01374","The Foundry","303/447-1803 11am-1:30am","Bars","1109 Walnut","Boulder","CO","Bob Damron's Address Book",2001,"","(GF),(D),(S-1965-2002),(WC)",NA,NA,"1109 Walnut ,  Boulder ,  CO","Google Verified Location","1109 walnut st, boulder, co 80302, usa",40.0170388,-105.2806943
"d-2001-01375","The Yard","(at Bluff) 303/443-1987 4pm-1:30am, from 2pm wknds","Nightclubs","2690 28th St #C","Boulder","CO","Bob Damron's Address Book",2001,"","(MW),(D),(WC)",NA,NA,"2690 28th St #C ,  Boulder ,  CO","Google Verified Location","2690 28th st # c, boulder, co 80301, usa",40.0270674,-105.2575251
"d-2001-01376","Walnut Cafe","(at 30th) 303/447-2315 7am-4pm, patio","Cafes","3073 Walnut","Boulder","CO","Bob Damron's Address Book",2001,"","(*),(WC)",NA,NA,"3073 Walnut ,  Boulder ,  CO","Google Verified Location","3073 walnut st, boulder, co 80301, usa",40.0207404,-105.2526419
"d-2001-01377","Left Hand Books","lower level (E of Broadway) 303/443-8252 10am-9pm, noon-6pm Sun","Bookstores","1200 Pearl St","Boulder","CO","Bob Damron's Address Book",2001,"","",NA,NA,"1200 Pearl St ,  Boulder ,  CO","Google Verified Location","1200 pearl st, boulder, co 80302, usa",40.0178501,-105.2796244
"d-2001-01378","Word Is Out","(btwn Canyon & Arapahoe) 303/449-1415 10am-7pm, noon-5pm Sun, lgbt sections","Bookstores","1731 15th St","Boulder","CO","Bob Damron's Address Book",2001,"","(WC)",NA,NA,"1731 15th St ,  Boulder ,  CO","Google Verified Location","1731 15th st, boulder, co 80302, usa",40.0155846,-105.2753677
"d-2001-01379","Aria","(at Spruce) 303/442-5694 10am-6pm, noon-5pm Sun, gifts","Retail Shops","2043 Broadway","Boulder","CO","Bob Damron's Address Book",2001,"","(WC)",NA,NA,"2043 Broadway ,  Boulder ,  CO","Google Verified Location","2043 broadway, boulder, co 80302, usa",40.0185898,-105.2805233
"d-2001-01380","The New Stand","(at Grove) 303/442-9515","Erotica","1720 15th St","Boulder","CO","Bob Damron's Address Book",2001,"","",NA,NA,"1720 15th St ,  Boulder ,  CO","Google Verified Location","1720 15th st, boulder, co 80302, usa",40.0152117,-105.27469
"d-2001-05410","Eagle Star Ranch","Boulder 435/335-7438","Accommodations","330 E Boulder Pines Rd","Boulder","UT","Bob Damron's Address Book",2001,"City originally listed under ""Escalante""","(GF),(GO)",NA,NA,"330 E Boulder Pines Rd ,  Boulder ,  UT","Google Verified Location","330 boulder pines rd, boulder, ut 84716, usa",37.900819,-111.4021426
"d-2001-06198","Community Real Estate Referrals","800/346-5592 gay realtor at your service, no rentals","Info Lines & Services","","Boulder","CO","Bob Damron's Address Book",2001,"","",NA,NA,", Boulder, CO","Location could not be verified. General city or location coordinates used.","unclear_coded_by_hand",40.014986,-105.270546
"d-2001-06199","Dream Canyon","Lost Angel Rd (off Sugarloaf Mt Rd) inquire locally for detailed directions","Cruisy Areas","","Boulder","CO","Bob Damron's Address Book",2001,"","Cruisy Area,(SW),(N-1990-2005)",NA,NA,", Boulder, CO","Verified Location","unclear_coded_by_hand",40.003359,-105.430317
"d-2001-07148","Boulder Hot Springs Hotel & Retreat","406/225-4339 massage, workshops","Accommodations","","Boulder","MT","Bob Damron's Address Book",2001,"","(GF),(F),(SW),(N-1990-2005),(NS),(WC)",NA,NA,", Boulder, MT","Verified Location","unclear_coded_by_hand",46.199742,-112.095301
"d-2002-00308",NA,"800/346-5592 gay realtor at your service, no rentals","Info Lines & Services","","Boulder","CO","Bob Damron's Address Book",2002,"","",NA,NA,NA,"Location could not be verified. General city or location coordinates used.",NA,40.014986,-105.270546
"d-2002-00309",NA,"Lost Angel Rd (off Sugarloaf Mtn Rd) inquire locally for detailed directions","Cruisy Areas","","Boulder","CO","Bob Damron's Address Book",2002,"","(SW),(N-1990-2005)",NA,NA,NA,"Verified Location",NA,40.003359,-105.430317
"d-2002-01174",NA,"406/225-4339, massage, workshops","Accommodations","","Boulder","MT","Bob Damron's Address Book",2002,"","(GF),(F),(SW),(N-1990-2005),(NS),(WC)",NA,NA,NA,"Verified Location",NA,46.199742,-112.095301
"d-2002-03518","Boulder Victoria Historic B&B","(at 13th) 303/938-1300","Accommodations","1305 Pine St","Boulder","CO","Bob Damron's Address Book",2002,"","(GF)",NA,NA,"1305 Pine St, Boulder, CO",NA,"1305 pine st, boulder, co 80302, usa",40.020474,-105.2792244
"d-2002-03519","The Briar Rose B&B","(at 22nd) 303/442-3007","Accommodations","2151 Arapahoe Ave","Boulder","CO","Bob Damron's Address Book",2002,"","(GF),(NS)",NA,NA,"2151 Arapahoe Ave, Boulder, CO",NA,"2151 arapahoe ave, boulder, co 80302, usa",40.0149803,-105.266422
"d-2002-03520","The Foundry","303/447-1803 11am-1:30am, also cafe from 6am","Bars","1109 Walnut","Boulder","CO","Bob Damron's Address Book",2002,"","(GF),(D),(S-1965-2002),(WC)",NA,NA,"1109 Walnut, Boulder, CO",NA,"1109 walnut st, boulder, co 80302, usa",40.0170388,-105.2806943
"d-2002-03521","The Yard","#C (at Bluff) 303/443-1987 4pm-2am, from 2pm wknds","Nightclubs","2690 28th St","Boulder","CO","Bob Damron's Address Book",2002,"","(MW),(D),(WC)",NA,NA,"2690 28th St, Boulder, CO",NA,"2690 28th st, boulder, co 80301, usa",40.0271661,-105.2577387
